col,sky,wavelength
752,1.49E+00,22575.816
753,1.48E+00,22572.992
754,1.52E+00,22570.168
755,1.53E+00,22567.344
756,1.46E+00,22564.52
757,1.47E+00,22561.695
758,1.49E+00,22558.871
759,1.50E+00,22556.047
760,1.50E+00,22553.223
761,1.49E+00,22550.399
762,1.57E+00,22547.574
763,1.66E+00,22544.75
764,1.65E+00,22541.926
765,1.55E+00,22539.101
766,1.50E+00,22536.277
767,1.49E+00,22533.453
768,1.47E+00,22530.628
769,1.49E+00,22527.804
770,1.70E+00,22524.98
771,3.33E+00,22522.155
772,6.32E+00,22519.331
773,6.24E+00,22516.506
774,3.23E+00,22513.682
775,1.65E+00,22510.857
776,1.48E+00,22508.033
777,1.44E+00,22505.208
778,1.42E+00,22502.384
779,1.43E+00,22499.559
780,1.43E+00,22496.734
781,1.41E+00,22493.91
782,1.43E+00,22491.085
783,1.40E+00,22488.261
784,1.38E+00,22485.436
785,1.40E+00,22482.611
786,1.41E+00,22479.786
787,1.44E+00,22476.962
788,1.49E+00,22474.137
789,1.49E+00,22471.312
790,1.45E+00,22468.487
791,1.74E+00,22465.662
792,3.24E+00,22462.838
793,4.28E+00,22460.013
794,2.90E+00,22457.188
795,1.60E+00,22454.363
796,1.45E+00,22451.538
797,1.39E+00,22448.713
798,1.41E+00,22445.888
799,1.43E+00,22443.063
800,1.54E+00,22440.238
801,1.54E+00,22437.413
802,1.47E+00,22434.588
803,1.61E+00,22431.763
804,1.70E+00,22428.938
805,1.60E+00,22426.112
806,1.54E+00,22423.287
807,1.55E+00,22420.462
808,1.55E+00,22417.637
809,1.54E+00,22414.812
810,1.45E+00,22411.986
811,1.33E+00,22409.161
812,1.35E+00,22406.336
813,1.37E+00,22403.511
814,1.32E+00,22400.685
815,1.32E+00,22397.86
816,1.33E+00,22395.034
817,1.29E+00,22392.209
818,1.30E+00,22389.384
819,1.32E+00,22386.558
820,1.34E+00,22383.733
821,1.40E+00,22380.907
822,1.39E+00,22378.082
823,1.37E+00,22375.256
824,1.34E+00,22372.431
825,1.34E+00,22369.605
826,1.37E+00,22366.78
827,1.34E+00,22363.954
828,1.33E+00,22361.128
829,1.32E+00,22358.303
830,1.31E+00,22355.477
831,1.36E+00,22352.651
832,1.61E+00,22349.826
833,2.04E+00,22347
834,2.08E+00,22344.174
835,1.93E+00,22341.349
836,2.18E+00,22338.523
837,1.94E+00,22335.697
838,1.55E+00,22332.871
839,1.49E+00,22330.045
840,1.49E+00,22327.219
841,1.57E+00,22324.393
842,1.71E+00,22321.568
843,2.56E+00,22318.742
844,7.03E+00,22315.916
845,1.17E+01,22313.09
846,8.79E+00,22310.264
847,3.08E+00,22307.438
848,1.41E+00,22304.612
849,1.33E+00,22301.785
850,1.27E+00,22298.96
851,1.29E+00,22296.133
852,1.32E+00,22293.307
853,1.39E+00,22290.481
854,1.45E+00,22287.655
855,1.34E+00,22284.829
856,1.25E+00,22282.003
857,1.33E+00,22279.176
858,1.50E+00,22276.35
859,1.54E+00,22273.524
860,1.43E+00,22270.698
861,1.36E+00,22267.871
862,1.39E+00,22265.045
863,1.33E+00,22262.218
864,1.28E+00,22259.392
865,1.30E+00,22256.566
866,1.62E+00,22253.739
867,3.80E+00,22250.913
868,6.15E+00,22248.086
869,4.56E+00,22245.26
870,1.89E+00,22242.433
871,1.29E+00,22239.607
872,1.25E+00,22236.78
873,1.24E+00,22233.954
874,1.25E+00,22231.127
875,1.23E+00,22228.301
876,1.21E+00,22225.474
877,1.22E+00,22222.647
878,1.21E+00,22219.821
879,1.22E+00,22216.994
880,1.21E+00,22214.167
881,1.19E+00,22211.34
882,1.23E+00,22208.514
883,1.23E+00,22205.687
884,1.24E+00,22202.86
885,1.25E+00,22200.033
886,1.24E+00,22197.207
887,1.23E+00,22194.38
888,1.21E+00,22191.553
889,1.20E+00,22188.726
890,1.19E+00,22185.899
891,1.20E+00,22183.072
892,1.20E+00,22180.245
893,1.22E+00,22177.418
894,1.17E+00,22174.591
895,1.21E+00,22171.764
896,1.25E+00,22168.937
897,1.20E+00,22166.11
898,1.24E+00,22163.283
899,1.27E+00,22160.456
900,1.29E+00,22157.628
901,1.22E+00,22154.801
902,1.20E+00,22151.974
903,1.22E+00,22149.147
904,1.23E+00,22146.32
905,1.18E+00,22143.492
906,1.15E+00,22140.665
907,1.18E+00,22137.838
908,1.18E+00,22135.011
909,1.83E+00,22132.183
910,6.89E+00,22129.356
911,1.57E+01,22126.529
912,1.44E+01,22123.701
913,5.39E+00,22120.874
914,1.50E+00,22118.046
915,1.16E+00,22115.219
916,1.17E+00,22112.391
917,1.19E+00,22109.564
918,1.16E+00,22106.736
919,1.16E+00,22103.909
920,1.15E+00,22101.081
921,1.11E+00,22098.254
922,1.13E+00,22095.426
923,1.13E+00,22092.598
924,1.12E+00,22089.771
925,1.12E+00,22086.943
926,1.10E+00,22084.115
927,1.10E+00,22081.288
928,1.07E+00,22078.46
929,1.13E+00,22075.632
930,1.14E+00,22072.804
931,1.18E+00,22069.976
932,1.25E+00,22067.149
933,1.43E+00,22064.321
934,1.65E+00,22061.493
935,2.03E+00,22058.665
936,4.42E+00,22055.837
937,7.79E+00,22053.009
938,6.38E+00,22050.181
939,2.56E+00,22047.353
940,1.27E+00,22044.525
941,1.16E+00,22041.697
942,1.24E+00,22038.869
943,1.24E+00,22036.041
944,1.32E+00,22033.213
945,1.63E+00,22030.385
946,1.65E+00,22027.557
947,1.42E+00,22024.729
948,1.20E+00,22021.901
949,1.15E+00,22019.073
950,1.16E+00,22016.244
951,1.26E+00,22013.416
952,1.26E+00,22010.588
953,1.28E+00,22007.76
954,1.41E+00,22004.931
955,1.43E+00,22002.103
956,1.47E+00,21999.275
957,1.63E+00,21996.446
958,1.60E+00,21993.618
959,1.47E+00,21990.789
960,1.50E+00,21987.961
961,1.49E+00,21985.133
962,1.48E+00,21982.304
963,1.44E+00,21979.476
964,1.23E+00,21976.647
965,1.11E+00,21973.819
966,1.09E+00,21970.99
967,1.12E+00,21968.161
968,1.18E+00,21965.333
969,1.65E+00,21962.504
970,6.76E+00,21959.676
971,1.73E+01,21956.847
972,1.74E+01,21954.018
973,6.97E+00,21951.19
974,1.75E+00,21948.361
975,1.17E+00,21945.532
976,1.10E+00,21942.704
977,1.07E+00,21939.875
978,1.06E+00,21937.046
979,1.03E+00,21934.217
980,1.03E+00,21931.388
981,9.86E-01,21928.559
982,9.78E-01,21925.731
983,9.91E-01,21922.902
984,9.99E-01,21920.073
985,1.01E+00,21917.244
986,9.90E-01,21914.415
987,1.01E+00,21911.586
988,1.08E+00,21908.757
989,1.18E+00,21905.928
990,1.18E+00,21903.099
991,1.10E+00,21900.27
992,1.09E+00,21897.44
993,1.30E+00,21894.611
994,1.41E+00,21891.782
995,1.26E+00,21888.953
996,1.16E+00,21886.124
997,1.25E+00,21883.294
