col,sky,wavelength
168,0.272,10444.187
169,0.243,10442.984
170,0.255,10441.78
171,0.262,10440.577
172,0.267,10439.373
173,0.275,10438.17
174,0.261,10436.967
175,0.247,10435.763
176,0.259,10434.56
177,0.272,10433.356
178,0.258,10432.153
179,0.276,10430.949
180,0.269,10429.746
181,0.25,10428.542
182,0.254,10427.339
183,0.259,10426.135
184,0.295,10424.932
185,0.311,10423.728
186,0.431,10422.524
187,0.504,10421.321
188,0.457,10420.117
189,0.344,10418.913
190,0.267,10417.71
191,0.244,10416.506
192,0.238,10415.302
193,0.246,10414.099
194,0.258,10412.895
195,0.241,10411.691
196,0.238,10410.487
197,0.25,10409.283
198,0.274,10408.079
199,0.252,10406.875
200,0.259,10405.672
201,0.272,10404.468
202,0.271,10403.264
203,0.281,10402.06
204,0.312,10400.856
205,0.363,10399.652
206,0.348,10398.448
207,0.297,10397.244
208,0.281,10396.04
209,0.267,10394.836
210,0.274,10393.632
211,0.27,10392.428
212,0.286,10391.224
213,0.266,10390.019
214,0.271,10388.815
215,0.274,10387.611
216,0.291,10386.407
217,0.278,10385.203
218,0.255,10383.998
219,0.284,10382.794
220,0.288,10381.59
221,0.26,10380.386
222,0.278,10379.182
223,0.334,10377.977
224,0.475,10376.773
225,0.541,10375.568
226,0.436,10374.364
227,0.307,10373.16
228,0.31,10371.955
229,0.309,10370.751
230,0.278,10369.547
231,0.298,10368.342
232,0.265,10367.138
233,0.253,10365.933
234,0.275,10364.729
235,0.288,10363.524
236,0.292,10362.319
237,0.301,10361.115
238,0.304,10359.91
239,0.302,10358.706
240,0.327,10357.501
241,0.333,10356.297
242,0.325,10355.092
243,0.28,10353.887
244,0.307,10352.682
245,0.329,10351.478
246,0.356,10350.273
247,0.339,10349.068
248,0.301,10347.863
249,0.288,10346.659
250,0.294,10345.454
251,0.308,10344.249
252,0.324,10343.044
253,0.324,10341.839
254,0.324,10340.635
255,0.279,10339.43
256,0.283,10338.225
257,0.288,10337.02
258,0.287,10335.815
259,0.298,10334.61
260,0.288,10333.405
261,0.292,10332.2
262,0.293,10330.995
263,0.291,10329.79
264,0.287,10328.585
265,0.299,10327.379
266,0.322,10326.174
267,0.32,10324.969
268,0.3,10323.764
269,0.311,10322.559
270,0.308,10321.354
271,0.283,10320.149
272,0.264,10318.943
273,0.272,10317.738
274,0.282,10316.533
275,0.28,10315.328
276,0.307,10314.123
277,0.33,10312.917
278,0.331,10311.712
279,0.281,10310.506
280,0.301,10309.301
281,0.309,10308.096
282,0.306,10306.89
283,0.292,10305.685
284,0.289,10304.479
285,0.313,10303.274
286,0.325,10302.069
287,0.35,10300.863
288,0.406,10299.658
289,0.417,10298.452
290,0.375,10297.247
291,0.337,10296.041
292,0.308,10294.835
293,0.309,10293.63
294,0.338,10292.424
295,0.489,10291.219
296,0.691,10290.013
297,0.683,10288.807
298,0.481,10287.602
299,0.33,10286.396
300,0.256,10285.19
301,0.282,10283.984
302,0.301,10282.779
303,0.305,10281.573
304,0.312,10280.367
305,0.28,10279.161
306,0.29,10277.955
307,0.292,10276.75
308,0.306,10275.544
309,0.338,10274.338
310,0.314,10273.132
311,0.301,10271.926
312,0.293,10270.72
313,0.297,10269.514
314,0.304,10268.308
315,0.291,10267.102
316,0.293,10265.896
317,0.318,10264.69
318,0.305,10263.484
319,0.286,10262.278
320,0.287,10261.072
321,0.285,10259.866
322,0.308,10258.66
323,0.31,10257.453
324,0.301,10256.247
325,0.301,10255.041
326,0.306,10253.835
327,0.291,10252.629
328,0.279,10251.422
329,0.295,10250.216
330,0.32,10249.01
331,0.327,10247.803
332,0.322,10246.597
333,0.27,10245.391
334,0.309,10244.184
335,0.305,10242.978
336,0.301,10241.772
337,0.282,10240.565
338,0.306,10239.359
339,0.305,10238.153
340,0.32,10236.946
341,0.31,10235.74
342,0.35,10234.533
343,0.383,10233.326
344,0.352,10232.12
345,0.354,10230.913
346,0.435,10229.707
347,0.455,10228.5
348,0.373,10227.294
349,0.311,10226.087
350,0.315,10224.88
351,0.31,10223.674
352,0.341,10222.467
353,0.332,10221.26
354,0.298,10220.053
355,0.278,10218.847
356,0.314,10217.64
357,0.324,10216.433
358,0.41,10215.227
359,0.478,10214.02
360,0.442,10212.813
361,0.4,10211.606
362,0.347,10210.399
363,0.324,10209.192
364,0.331,10207.985
365,0.385,10206.778
366,0.376,10205.572
367,0.35,10204.364
368,0.33,10203.157
369,0.315,10201.95
370,0.32,10200.744
371,0.336,10199.537
372,0.34,10198.329
373,0.32,10197.122
374,0.319,10195.915
375,0.359,10194.708
376,0.428,10193.501
377,0.475,10192.294
378,0.379,10191.087
379,0.344,10189.879
380,0.314,10188.672
381,0.33,10187.465
382,0.31,10186.258
383,0.345,10185.051
384,0.362,10183.843
385,0.353,10182.636
386,0.34,10181.429
387,0.345,10180.221
388,0.328,10179.014
389,0.314,10177.807
390,0.39,10176.599
391,0.544,10175.392
392,0.577,10174.184
393,0.426,10172.977
394,0.346,10171.77
395,0.336,10170.562
396,0.317,10169.354
397,0.329,10168.147
398,0.333,10166.939
399,0.332,10165.732
400,0.352,10164.524
401,0.331,10163.317
402,0.317,10162.109
403,0.333,10160.901
404,0.324,10159.694
405,0.318,10158.486
406,0.367,10157.279
407,0.427,10156.071
408,0.411,10154.863
409,0.334,10153.655
410,0.31,10152.448
411,0.32,10151.24
412,0.329,10150.032
413,0.297,10148.824
414,0.324,10147.616
415,0.32,10146.408
416,0.315,10145.201
417,0.309,10143.993
418,0.298,10142.785
419,0.285,10141.577
420,0.306,10140.369
421,0.287,10139.161
422,0.329,10137.953
423,0.348,10136.745
424,0.334,10135.537
425,0.3,10134.329
426,0.32,10133.121
427,0.31,10131.913
428,0.338,10130.705
429,0.312,10129.496
430,0.418,10128.288
431,0.546,10127.08
432,0.488,10125.872
433,0.358,10124.664
434,0.325,10123.456
435,0.325,10122.247
436,0.322,10121.039
437,0.315,10119.831
438,0.323,10118.623
439,0.321,10117.414
440,0.315,10116.206
441,0.307,10114.998
442,0.321,10113.789
443,0.308,10112.581
444,0.322,10111.372
445,0.346,10110.164
446,0.324,10108.956
447,0.35,10107.747
448,0.39,10106.539
449,0.377,10105.33
450,0.327,10104.122
451,0.328,10102.913
452,0.33,10101.705
453,0.346,10100.496
454,0.324,10099.288
455,0.333,10098.079
456,0.298,10096.87
457,0.29,10095.662
458,0.299,10094.453
459,0.316,10093.244
460,0.327,10092.036
461,0.307,10090.827
462,0.328,10089.618
463,0.314,10088.409
464,0.358,10087.201
465,0.464,10085.992
466,0.477,10084.783
467,0.375,10083.574
468,0.326,10082.365
469,0.313,10081.157
470,0.319,10079.948
471,0.319,10078.739
472,0.318,10077.53
473,0.328,10076.321
474,0.332,10075.112
475,0.33,10073.903
476,0.327,10072.694
477,0.335,10071.485
478,0.34,10070.276
479,0.35,10069.067
480,0.33,10067.858
481,0.325,10066.649
482,0.299,10065.44
483,0.356,10064.231
484,0.372,10063.022
485,0.362,10061.812
486,0.334,10060.603
487,0.3,10059.394
488,0.298,10058.185
489,0.275,10056.975
490,0.289,10055.766
491,0.306,10054.557
492,0.309,10053.348
493,0.283,10052.138
494,0.276,10050.929
495,0.323,10049.72
496,0.306,10048.51
497,0.334,10047.301
498,0.353,10046.092
499,0.313,10044.882
500,0.276,10043.673
501,0.297,10042.463
502,0.29,10041.254
503,0.287,10040.044
504,0.263,10038.835
505,0.291,10037.625
506,0.283,10036.416
507,0.28,10035.206
508,0.267,10033.996
509,0.276,10032.787
510,0.285,10031.577
511,0.306,10030.368
512,0.367,10029.158
513,0.368,10027.948
514,0.317,10026.739
515,0.298,10025.529
516,0.293,10024.319
517,0.303,10023.109
518,0.278,10021.899
519,0.278,10020.69
520,0.283,10019.48
521,0.298,10018.27
522,0.394,10017.06
523,0.543,10015.85
524,0.492,10014.641
525,0.337,10013.431
526,0.29,10012.221
527,0.279,10011.011
528,0.277,10009.801
529,0.263,10008.591
530,0.296,10007.381
531,0.299,10006.171
532,0.295,10004.961
533,0.289,10003.751
534,0.31,10002.541
535,0.307,10001.331
536,0.307,10000.12
537,0.29,9998.91
538,0.289,9997.7
539,0.289,9996.49
540,0.29,9995.28
541,0.263,9994.069
542,0.233,9992.859
543,0.277,9991.649
544,0.279,9990.439
545,0.269,9989.229
546,0.282,9988.018
547,0.276,9986.808
548,0.258,9985.597
549,0.261,9984.387
550,0.285,9983.177
551,0.307,9981.966
552,0.293,9980.756
553,0.3,9979.546
554,0.291,9978.335
555,0.278,9977.125
556,0.3,9975.914
557,0.312,9974.704
558,0.302,9973.493
559,0.266,9972.283
560,0.23,9971.072
561,0.261,9969.861
562,0.246,9968.651
563,0.257,9967.44
564,0.295,9966.23
565,0.346,9965.019
566,0.329,9963.808
567,0.309,9962.597
568,0.286,9961.387
569,0.376,9960.176
570,0.4,9958.965
571,0.318,9957.755
572,0.256,9956.544
573,0.259,9955.333
574,0.248,9954.122
575,0.271,9952.911
576,0.306,9951.7
577,0.342,9950.489
578,0.393,9949.279
579,0.347,9948.068
580,0.283,9946.857
581,0.329,9945.646
582,0.34,9944.435
583,0.302,9943.224
584,0.258,9942.013
585,0.256,9940.802
586,0.254,9939.591
587,0.285,9938.38
588,0.261,9937.168
589,0.288,9935.957
590,0.273,9934.746
591,0.309,9933.535
592,0.275,9932.324
593,0.236,9931.113
594,0.281,9929.902
595,0.267,9928.69
596,0.269,9927.479
597,0.254,9926.268
598,0.274,9925.057
599,0.267,9923.845
600,0.24,9922.634
601,0.231,9921.423
602,0.251,9920.211
603,0.321,9919
604,0.32,9917.789
605,0.351,9916.577
606,0.301,9915.366
607,0.266,9914.154
608,0.248,9912.943
609,0.236,9911.731
610,0.262,9910.52
611,0.237,9909.308
612,0.26,9908.097
613,0.243,9906.885
614,0.239,9905.674
615,0.253,9904.462
616,0.241,9903.25
617,0.264,9902.039
618,0.248,9900.827
619,0.272,9899.615
620,0.292,9898.404
621,0.311,9897.192
622,0.287,9895.98
623,0.296,9894.769
624,0.285,9893.557
625,0.249,9892.345
626,0.255,9891.133
627,0.256,9889.921
628,0.268,9888.709
629,0.289,9887.497
630,0.245,9886.286
631,0.272,9885.074
632,0.245,9883.862
633,0.246,9882.65
634,0.249,9881.438
635,0.259,9880.226
636,0.276,9879.014
637,0.247,9877.802
638,0.293,9876.59
639,0.335,9875.378
640,0.329,9874.166
641,0.268,9872.954
642,0.258,9871.742
643,0.264,9870.53
644,0.237,9869.317
645,0.258,9868.105
646,0.251,9866.893
647,0.258,9865.681
648,0.247,9864.468
649,0.276,9863.256
650,0.233,9862.044
651,0.24,9860.832
652,0.235,9859.62
653,0.25,9858.407
654,0.255,9857.195
655,0.263,9855.982
656,0.278,9854.77
657,0.237,9853.558
658,0.258,9852.345
659,0.243,9851.133
660,0.259,9849.92
661,0.258,9848.708
662,0.242,9847.495
663,0.23,9846.283
664,0.247,9845.07
665,0.219,9843.858
666,0.233,9842.645
667,0.281,9841.433
668,0.272,9840.22
669,0.249,9839.007
670,0.228,9837.795
671,0.236,9836.582
672,0.234,9835.369
673,0.247,9834.157
674,0.274,9832.944
675,0.268,9831.731
676,0.216,9830.519
677,0.251,9829.306
678,0.257,9828.093
679,0.246,9826.88
680,0.24,9825.667
681,0.231,9824.454
682,0.222,9823.242
683,0.264,9822.029
684,0.261,9820.816
685,0.246,9819.603
686,0.239,9818.39
687,0.278,9817.177
688,0.248,9815.964
689,0.251,9814.751
690,0.267,9813.538
691,0.276,9812.325
692,0.264,9811.112
693,0.25,9809.899
694,0.234,9808.686
695,0.23,9807.473
696,0.211,9806.26
697,0.233,9805.046
698,0.22,9803.833
699,0.248,9802.62
700,0.248,9801.407
701,0.244,9800.194
702,0.238,9798.98
703,0.207,9797.767
704,0.221,9796.554
705,0.244,9795.341
706,0.311,9794.127
707,0.298,9792.914
708,0.25,9791.701
709,0.245,9790.487
710,0.231,9789.274
711,0.277,9788.06
712,0.222,9786.847
713,0.212,9785.633
714,0.243,9784.42
715,0.252,9783.206
716,0.261,9781.993
717,0.248,9780.779
718,0.272,9779.566
719,0.282,9778.352
720,0.264,9777.139
721,0.247,9775.925
722,0.264,9774.712
723,0.235,9773.498
724,0.24,9772.284
725,0.217,9771.07
726,0.213,9769.857
727,0.241,9768.643
728,0.243,9767.429
729,0.212,9766.216
730,0.22,9765.002
731,0.238,9763.788
732,0.256,9762.574
733,0.264,9761.36
734,0.24,9760.147
735,0.246,9758.933
736,0.244,9757.719
737,0.222,9756.505
738,0.22,9755.291
739,0.216,9754.077
740,0.209,9752.863
741,0.22,9751.649
742,0.23,9750.435
743,0.238,9749.221
744,0.233,9748.007
745,0.229,9746.793
746,0.213,9745.579
747,0.221,9744.365
748,0.221,9743.15
749,0.231,9741.936
750,0.215,9740.722
751,0.214,9739.508
752,0.199,9738.294
753,0.202,9737.08
754,0.214,9735.865
755,0.217,9734.651
756,0.187,9733.437
757,0.203,9732.223
758,0.226,9731.008
759,0.215,9729.794
760,0.214,9728.58
761,0.23,9727.365
762,0.193,9726.151
763,0.215,9724.936
764,0.226,9723.722
765,0.234,9722.507
766,0.192,9721.293
767,0.202,9720.079
768,0.205,9718.864
769,0.207,9717.65
770,0.208,9716.435
771,0.197,9715.221
772,0.225,9714.006
773,0.223,9712.791
774,0.216,9711.577
775,0.201,9710.362
776,0.211,9709.147
777,0.218,9707.933
778,0.221,9706.718
779,0.22,9705.503
780,0.226,9704.289
781,0.213,9703.074
782,0.197,9701.859
783,0.205,9700.644
784,0.221,9699.43
785,0.219,9698.215
786,0.238,9697
787,0.214,9695.785
788,0.213,9694.57
789,0.23,9693.355
790,0.234,9692.14
791,0.222,9690.925
792,0.201,9689.71
793,0.201,9688.495
794,0.2,9687.28
795,0.2,9686.065
796,0.223,9684.85
797,0.225,9683.635
798,0.231,9682.42
799,0.222,9681.205
800,0.208,9679.99
801,0.211,9678.775
802,0.201,9677.56
803,0.233,9676.344
804,0.192,9675.129
805,0.198,9673.914
806,0.207,9672.699
807,0.219,9671.484
808,0.235,9670.268
809,0.184,9669.053
810,0.18,9667.838
811,0.193,9666.623
812,0.196,9665.407
813,0.198,9664.192
814,0.204,9662.976
815,0.188,9661.761
816,0.206,9660.546
817,0.187,9659.33
818,0.207,9658.115
819,0.21,9656.899
820,0.221,9655.684
821,0.221,9654.468
822,0.225,9653.253
823,0.206,9652.037
824,0.2,9650.822
825,0.191,9649.606
826,0.186,9648.39
827,0.199,9647.175
828,0.212,9645.959
829,0.206,9644.743
830,0.202,9643.528
831,0.218,9642.312
832,0.203,9641.096
833,0.196,9639.88
834,0.201,9638.665
835,0.189,9637.449
836,0.223,9636.233
837,0.213,9635.017
838,0.241,9633.801
839,0.23,9632.586
840,0.23,9631.37
841,0.205,9630.154
842,0.217,9628.938
843,0.216,9627.722
844,0.216,9626.506
845,0.212,9625.29
846,0.207,9624.074
847,0.235,9622.858
848,0.191,9621.642
849,0.192,9620.426
850,0.232,9619.21
851,0.218,9617.994
852,0.185,9616.778
853,0.215,9615.562
854,0.187,9614.345
855,0.215,9613.129
856,0.226,9611.913
857,0.222,9610.697
858,0.193,9609.481
859,0.215,9608.264
860,0.198,9607.048
861,0.191,9605.832
862,0.215,9604.616
863,0.178,9603.399
864,0.186,9602.183
865,0.207,9600.967
866,0.187,9599.75
867,0.192,9598.534
868,0.205,9597.317
869,0.225,9596.101
870,0.218,9594.884
871,0.184,9593.668
872,0.174,9592.452
873,0.189,9591.235
874,0.208,9590.019
875,0.218,9588.802
876,0.184,9587.585
877,0.184,9586.369
878,0.226,9585.152
879,0.212,9583.936
880,0.182,9582.719
881,0.219,9581.502
882,0.194,9580.286
883,0.198,9579.069
884,0.209,9577.852
885,0.207,9576.635
886,0.19,9575.419
887,0.196,9574.202
888,0.189,9572.985
889,0.181,9571.768
890,0.208,9570.551
891,0.239,9569.335
892,0.185,9568.118
893,0.204,9566.901
894,0.221,9565.684
895,0.219,9564.467
896,0.2,9563.25
897,0.19,9562.033
898,0.165,9560.816
899,0.207,9559.599
900,0.18,9558.382
901,0.176,9557.165
902,0.21,9555.948
903,0.204,9554.731
904,0.214,9553.514
905,0.203,9552.297
906,0.195,9551.079
907,0.185,9549.862
908,0.172,9548.645
909,0.201,9547.428
910,0.182,9546.211
911,0.193,9544.993
912,0.218,9543.776
913,0.15,9542.559
914,0.189,9541.342
915,0.179,9540.124
916,0.214,9538.907
917,0.188,9537.69
918,0.173,9536.472
919,0.184,9535.255
920,0.188,9534.037
921,0.193,9532.82
922,0.181,9531.602
923,0.171,9530.385
924,0.177,9529.167
925,0.187,9527.95
926,0.182,9526.732
927,0.202,9525.515
928,0.18,9524.297
929,0.175,9523.08
930,0.176,9521.862
931,0.184,9520.645
932,0.18,9519.427
933,0.183,9518.209
934,0.178,9516.992
935,0.198,9515.774
936,0.196,9514.556
937,0.175,9513.338
938,0.181,9512.121
939,0.18,9510.903
940,0.173,9509.685
941,0.193,9508.467
942,0.168,9507.249
943,0.19,9506.032
944,0.21,9504.814
945,0.194,9503.596
946,0.201,9502.378
947,0.192,9501.16
948,0.189,9499.942
949,0.199,9498.724
950,0.207,9497.506
951,0.168,9496.288
952,0.193,9495.07
953,0.173,9493.852
954,0.173,9492.634
955,0.222,9491.416
956,0.183,9490.198
957,0.192,9488.979
958,0.2,9487.761
959,0.212,9486.543
960,0.185,9485.325
961,0.182,9484.107
962,0.182,9482.888
963,0.179,9481.67
964,0.204,9480.452
965,0.186,9479.234
966,0.167,9478.015
967,0.191,9476.797
968,0.204,9475.579
969,0.196,9474.36
970,0.2,9473.142
971,0.211,9471.924
972,0.222,9470.705
973,0.199,9469.487
974,0.201,9468.268
975,0.195,9467.05
976,0.206,9465.831
977,0.226,9464.613
978,0.216,9463.394
979,0.207,9462.176
980,0.22,9460.957
981,0.205,9459.739
982,0.22,9458.52
983,0.205,9457.301
984,0.188,9456.083
985,0.2,9454.864
986,0.219,9453.645
987,0.209,9452.427
988,0.207,9451.208
989,0.205,9449.989
990,0.215,9448.77
991,0.206,9447.552
992,0.205,9446.333
993,0.192,9445.114
994,0.203,9443.895
995,0.204,9442.676
996,0.196,9441.457
997,0.224,9440.238
998,0.214,9439.02
999,0.228,9437.801
1000,0.214,9436.582
1001,0.225,9435.363
1002,0.205,9434.144
1003,0.205,9432.925
1004,0.201,9431.706
1005,0.184,9430.487
1006,0.198,9429.267
1007,0.208,9428.048
1008,0.176,9426.829
1009,0.207,9425.61
1010,0.214,9424.391
1011,0.196,9423.172
1012,0.19,9421.953
1013,0.186,9420.733
1014,0.175,9419.514
1015,0.202,9418.295
1016,0.21,9417.076
1017,0.158,9415.856
1018,0.198,9414.637
1019,0.2,9413.418
1020,0.195,9412.198
1021,0.178,9410.979
1022,0.184,9409.76
1023,0.175,9408.54
