col,sky,wavelength
131,3.09E-01,14640.456
132,3.23E-01,14638.775
133,3.34E-01,14637.094
134,3.11E-01,14635.414
135,2.57E-01,14633.733
136,2.32E-01,14632.052
137,2.49E-01,14630.371
138,2.62E-01,14628.691
139,3.02E-01,14627.009
140,2.94E-01,14625.328
141,3.26E-01,14623.648
142,3.00E-01,14621.966
143,3.13E-01,14620.285
144,3.41E-01,14618.604
145,3.71E-01,14616.924
146,3.52E-01,14615.243
147,3.57E-01,14613.561
148,3.57E-01,14611.88
149,5.04E-01,14610.199
150,7.46E-01,14608.518
151,1.42E+00,14606.837
152,2.28E+00,14605.156
153,1.77E+00,14603.475
154,6.44E-01,14601.793
155,2.69E-01,14600.112
156,2.87E-01,14598.431
157,2.71E-01,14596.75
158,2.72E-01,14595.068
159,2.97E-01,14593.387
160,2.99E-01,14591.706
161,2.99E-01,14590.024
162,2.88E-01,14588.343
163,2.88E-01,14586.662
164,2.67E-01,14584.98
165,2.91E-01,14583.299
166,2.96E-01,14581.617
167,3.01E-01,14579.935
168,2.82E-01,14578.254
169,2.77E-01,14576.572
170,3.04E-01,14574.891
171,3.27E-01,14573.21
172,3.05E-01,14571.528
173,3.02E-01,14569.846
174,3.46E-01,14568.164
175,7.70E-01,14566.483
176,1.67E+00,14564.801
177,1.75E+00,14563.12
178,7.67E-01,14561.438
179,3.32E-01,14559.756
180,2.68E-01,14558.074
181,2.91E-01,14556.392
182,2.80E-01,14554.711
183,2.56E-01,14553.029
184,2.63E-01,14551.347
185,2.67E-01,14549.665
186,3.05E-01,14547.983
187,2.76E-01,14546.301
188,3.15E-01,14544.62
189,3.17E-01,14542.938
190,3.16E-01,14541.255
191,3.09E-01,14539.573
192,3.29E-01,14537.891
193,3.20E-01,14536.21
194,2.84E-01,14534.528
195,2.59E-01,14532.845
196,2.34E-01,14531.163
197,2.63E-01,14529.481
198,3.26E-01,14527.799
199,3.95E-01,14526.117
200,4.16E-01,14524.435
201,5.14E-01,14522.753
202,1.62E+00,14521.07
203,3.42E+00,14519.388
204,2.96E+00,14517.706
205,9.35E-01,14516.024
206,2.80E-01,14514.341
207,2.28E-01,14512.659
208,1.85E-01,14510.977
209,1.63E-01,14509.294
210,2.14E-01,14507.612
211,2.01E-01,14505.93
212,2.16E-01,14504.247
213,2.17E-01,14502.565
214,2.61E-01,14500.882
215,2.42E-01,14499.2
216,2.46E-01,14497.517
217,2.90E-01,14495.835
218,2.76E-01,14494.153
219,2.59E-01,14492.47
220,2.71E-01,14490.788
221,2.50E-01,14489.105
222,2.50E-01,14487.422
223,2.67E-01,14485.739
224,2.67E-01,14484.057
225,2.39E-01,14482.374
226,2.88E-01,14480.691
227,3.00E-01,14479.009
228,2.95E-01,14477.326
229,2.91E-01,14475.644
230,2.40E-01,14473.96
231,2.17E-01,14472.278
232,2.21E-01,14470.595
233,2.88E-01,14468.912
234,2.86E-01,14467.229
235,2.92E-01,14465.546
236,2.56E-01,14463.863
237,2.55E-01,14462.181
238,2.26E-01,14460.497
239,2.15E-01,14458.814
240,2.14E-01,14457.132
241,2.11E-01,14455.448
242,2.56E-01,14453.765
243,2.38E-01,14452.083
244,2.81E-01,14450.399
245,3.01E-01,14448.717
246,2.67E-01,14447.034
247,2.96E-01,14445.35
248,2.29E-01,14443.667
249,2.39E-01,14441.984
250,2.41E-01,14440.3
251,2.64E-01,14438.618
252,2.91E-01,14436.934
253,2.98E-01,14435.251
254,3.00E-01,14433.568
255,2.76E-01,14431.884
256,2.05E-01,14430.201
257,2.00E-01,14428.518
258,2.64E-01,14426.834
259,3.19E-01,14425.151
260,3.09E-01,14423.467
261,2.62E-01,14421.784
262,2.35E-01,14420.101
263,3.31E-01,14418.417
264,2.33E-01,14416.734
265,2.05E-01,14415.05
266,2.16E-01,14413.367
267,2.58E-01,14411.683
268,3.21E-01,14410
269,2.67E-01,14408.316
270,2.82E-01,14406.633
271,3.12E-01,14404.949
272,4.67E-01,14403.265
273,4.82E-01,14401.581
274,3.69E-01,14399.898
275,3.23E-01,14398.215
276,2.41E-01,14396.531
277,1.85E-01,14394.847
278,2.29E-01,14393.163
279,3.08E-01,14391.479
280,3.08E-01,14389.795
281,2.68E-01,14388.111
282,2.71E-01,14386.428
283,2.75E-01,14384.744
284,2.64E-01,14383.06
285,2.52E-01,14381.376
286,2.28E-01,14379.692
287,2.07E-01,14378.008
288,1.99E-01,14376.324
289,2.50E-01,14374.64
290,3.22E-01,14372.956
291,2.65E-01,14371.272
292,3.43E-01,14369.588
293,3.16E-01,14367.904
294,3.05E-01,14366.22
295,2.83E-01,14364.536
296,2.78E-01,14362.852
297,3.02E-01,14361.167
298,5.79E-01,14359.483
299,1.47E+00,14357.799
300,1.52E+00,14356.115
301,7.24E-01,14354.431
302,3.54E-01,14352.746
303,3.59E-01,14351.062
304,2.82E-01,14349.378
305,2.65E-01,14347.694
306,2.36E-01,14346.009
307,3.19E-01,14344.325
308,4.55E-01,14342.64
309,4.46E-01,14340.956
310,3.04E-01,14339.272
311,3.14E-01,14337.587
312,2.71E-01,14335.903
313,2.75E-01,14334.218
314,2.63E-01,14332.534
315,2.81E-01,14330.849
316,2.65E-01,14329.164
317,2.22E-01,14327.48
318,2.15E-01,14325.795
319,1.90E-01,14324.111
320,1.98E-01,14322.426
321,2.67E-01,14320.742
322,2.23E-01,14319.057
323,2.13E-01,14317.372
324,2.30E-01,14315.688
325,2.27E-01,14314.003
326,2.22E-01,14312.318
327,2.86E-01,14310.633
328,3.02E-01,14308.948
329,2.95E-01,14307.264
330,3.14E-01,14305.579
331,3.02E-01,14303.894
332,3.21E-01,14302.209
333,2.68E-01,14300.524
334,2.57E-01,14298.839
335,3.14E-01,14297.154
336,5.73E-01,14295.469
337,1.11E+00,14293.784
338,1.06E+00,14292.1
339,5.37E-01,14290.414
340,2.25E-01,14288.729
341,2.34E-01,14287.044
342,2.51E-01,14285.359
343,2.66E-01,14283.674
344,2.26E-01,14281.989
345,2.44E-01,14280.303
346,2.83E-01,14278.619
347,2.16E-01,14276.933
348,2.32E-01,14275.248
349,2.60E-01,14273.563
350,2.79E-01,14271.877
351,3.12E-01,14270.193
352,5.23E-01,14268.507
353,8.41E-01,14266.822
354,7.38E-01,14265.137
355,4.03E-01,14263.451
356,2.70E-01,14261.765
357,2.61E-01,14260.08
358,2.23E-01,14258.395
359,1.91E-01,14256.71
360,2.37E-01,14255.024
361,2.41E-01,14253.338
362,2.74E-01,14251.653
363,2.53E-01,14249.967
364,2.87E-01,14248.282
365,3.24E-01,14246.596
366,2.69E-01,14244.91
367,2.93E-01,14243.225
368,2.59E-01,14241.539
369,2.51E-01,14239.854
370,2.55E-01,14238.168
371,2.56E-01,14236.482
372,2.53E-01,14234.796
373,2.16E-01,14233.111
374,2.54E-01,14231.425
375,2.77E-01,14229.739
376,2.66E-01,14228.053
377,2.70E-01,14226.368
378,3.26E-01,14224.682
379,2.98E-01,14222.996
380,2.95E-01,14221.31
381,3.56E-01,14219.625
382,3.26E-01,14217.939
383,2.40E-01,14216.253
384,2.84E-01,14214.566
385,2.92E-01,14212.88
386,3.08E-01,14211.195
387,2.88E-01,14209.508
388,2.75E-01,14207.822
389,2.43E-01,14206.137
390,2.68E-01,14204.45
391,3.20E-01,14202.764
392,3.00E-01,14201.078
393,2.50E-01,14199.392
394,2.57E-01,14197.706
395,2.69E-01,14196.02
396,2.23E-01,14194.333
397,2.28E-01,14192.647
398,2.24E-01,14190.961
399,3.25E-01,14189.274
400,8.04E-01,14187.588
401,1.23E+00,14185.902
402,8.29E-01,14184.216
403,3.30E-01,14182.529
404,2.59E-01,14180.843
405,2.71E-01,14179.156
406,2.35E-01,14177.47
407,2.29E-01,14175.784
408,2.70E-01,14174.097
409,3.09E-01,14172.41
410,2.50E-01,14170.724
411,2.60E-01,14169.038
412,3.11E-01,14167.351
413,6.65E-01,14165.664
414,1.76E+00,14163.978
415,1.87E+00,14162.291
416,7.59E-01,14160.604
417,2.95E-01,14158.918
418,2.43E-01,14157.232
419,2.46E-01,14155.544
420,2.53E-01,14153.858
421,2.35E-01,14152.171
422,2.59E-01,14150.485
423,2.50E-01,14148.797
424,2.47E-01,14147.111
425,1.98E-01,14145.424
426,2.20E-01,14143.737
427,2.61E-01,14142.05
428,2.18E-01,14140.363
429,2.29E-01,14138.676
430,3.44E-01,14136.989
431,9.70E-01,14135.303
432,1.25E+00,14133.615
433,7.09E-01,14131.928
434,3.69E-01,14130.242
435,3.28E-01,14128.554
436,2.64E-01,14126.868
437,2.61E-01,14125.181
438,2.27E-01,14123.494
439,2.58E-01,14121.807
440,2.74E-01,14120.119
441,2.50E-01,14118.432
442,2.83E-01,14116.745
443,2.46E-01,14115.057
444,2.36E-01,14113.371
445,2.42E-01,14111.683
446,2.51E-01,14109.996
447,2.91E-01,14108.308
448,3.35E-01,14106.621
449,5.00E-01,14104.934
450,8.29E-01,14103.246
451,6.53E-01,14101.559
452,2.56E-01,14099.872
453,2.29E-01,14098.184
454,2.35E-01,14096.497
455,2.35E-01,14094.809
456,2.25E-01,14093.122
457,2.88E-01,14091.434
458,3.26E-01,14089.747
459,6.86E-01,14088.059
460,8.45E-01,14086.372
461,5.40E-01,14084.684
462,2.73E-01,14082.997
463,2.59E-01,14081.309
464,2.62E-01,14079.621
465,2.72E-01,14077.934
466,2.40E-01,14076.246
467,2.29E-01,14074.558
468,2.26E-01,14072.871
469,2.44E-01,14071.183
470,2.39E-01,14069.496
471,2.60E-01,14067.807
472,2.81E-01,14066.12
473,2.99E-01,14064.432
474,3.07E-01,14062.744
475,3.24E-01,14061.056
476,3.30E-01,14059.368
477,3.34E-01,14057.681
478,2.70E-01,14055.993
479,2.20E-01,14054.304
480,2.05E-01,14052.617
481,2.39E-01,14050.928
482,2.10E-01,14049.24
483,2.34E-01,14047.553
484,2.45E-01,14045.864
485,2.33E-01,14044.176
486,2.56E-01,14042.488
487,2.76E-01,14040.8
488,2.65E-01,14039.112
489,2.80E-01,14037.424
490,3.05E-01,14035.736
491,3.08E-01,14034.047
492,2.51E-01,14032.36
493,2.17E-01,14030.671
494,2.31E-01,14028.983
495,3.04E-01,14027.294
496,4.32E-01,14025.606
497,1.10E+00,14023.918
498,1.64E+00,14022.229
499,1.04E+00,14020.541
500,3.63E-01,14018.853
501,2.34E-01,14017.164
502,2.44E-01,14015.476
503,2.39E-01,14013.788
504,2.32E-01,14012.099
505,2.31E-01,14010.41
506,2.00E-01,14008.722
507,2.20E-01,14007.034
508,2.09E-01,14005.345
509,2.02E-01,14003.656
510,1.97E-01,14001.967
511,2.00E-01,14000.279
512,1.97E-01,13998.591
513,1.94E-01,13996.901
514,1.77E-01,13995.213
515,1.94E-01,13993.524
516,1.91E-01,13991.835
517,2.34E-01,13990.147
518,3.80E-01,13988.458
519,6.77E-01,13986.769
520,6.57E-01,13985.081
521,3.73E-01,13983.391
522,2.48E-01,13981.702
523,2.28E-01,13980.014
524,2.84E-01,13978.325
525,3.06E-01,13976.636
526,2.57E-01,13974.947
527,2.27E-01,13973.258
528,2.16E-01,13971.569
529,2.30E-01,13969.88
530,2.04E-01,13968.191
531,1.73E-01,13966.502
532,2.14E-01,13964.813
533,2.02E-01,13963.124
534,2.08E-01,13961.435
535,2.16E-01,13959.746
536,2.35E-01,13958.057
537,2.25E-01,13956.368
538,1.90E-01,13954.678
539,1.83E-01,13952.989
540,1.81E-01,13951.3
541,1.75E-01,13949.611
542,1.86E-01,13947.921
543,2.06E-01,13946.232
544,2.01E-01,13944.542
545,1.85E-01,13942.853
546,1.86E-01,13941.164
547,2.23E-01,13939.475
548,2.28E-01,13937.785
549,1.97E-01,13936.095
550,2.39E-01,13934.406
551,2.73E-01,13932.717
552,2.31E-01,13931.027
553,1.96E-01,13929.337
554,1.66E-01,13927.648
555,1.89E-01,13925.958
556,1.63E-01,13924.269
557,1.59E-01,13922.58
558,1.68E-01,13920.89
559,1.88E-01,13919.2
560,2.30E-01,13917.511
561,2.77E-01,13915.821
562,3.41E-01,13914.131
563,4.30E-01,13912.441
564,3.69E-01,13910.751
565,2.67E-01,13909.062
566,2.22E-01,13907.372
567,2.26E-01,13905.682
568,2.81E-01,13903.993
569,3.05E-01,13902.303
570,2.27E-01,13900.612
571,1.72E-01,13898.923
572,1.98E-01,13897.233
573,2.21E-01,13895.543
574,2.37E-01,13893.853
575,2.49E-01,13892.163
576,2.42E-01,13890.473
577,2.27E-01,13888.783
578,2.40E-01,13887.093
579,2.01E-01,13885.403
580,2.07E-01,13883.713
581,1.67E-01,13882.023
582,1.88E-01,13880.333
583,1.87E-01,13878.642
584,1.99E-01,13876.952
585,2.28E-01,13875.262
586,2.14E-01,13873.572
587,2.17E-01,13871.881
588,2.63E-01,13870.191
589,3.41E-01,13868.501
590,2.95E-01,13866.811
591,2.30E-01,13865.121
592,2.01E-01,13863.43
593,1.97E-01,13861.74
594,2.01E-01,13860.05
595,1.78E-01,13858.359
596,2.14E-01,13856.668
597,2.03E-01,13854.978
598,1.98E-01,13853.288
599,1.83E-01,13851.597
600,2.20E-01,13849.906
601,1.84E-01,13848.216
602,1.82E-01,13846.525
603,2.47E-01,13844.835
604,3.73E-01,13843.144
605,3.37E-01,13841.454
606,2.43E-01,13839.763
607,1.95E-01,13838.072
608,1.95E-01,13836.382
609,1.94E-01,13834.691
610,1.92E-01,13833.001
611,2.01E-01,13831.309
612,1.84E-01,13829.619
613,1.86E-01,13827.928
614,1.98E-01,13826.237
615,2.15E-01,13824.546
616,1.98E-01,13822.856
617,2.03E-01,13821.164
618,1.82E-01,13819.474
619,1.83E-01,13817.783
620,2.25E-01,13816.092
621,1.88E-01,13814.401
622,1.97E-01,13812.71
623,2.20E-01,13811.019
624,1.91E-01,13809.328
625,1.78E-01,13807.637
626,1.88E-01,13805.946
627,2.08E-01,13804.255
628,2.37E-01,13802.564
629,2.25E-01,13800.872
630,2.81E-01,13799.182
631,2.43E-01,13797.49
632,2.15E-01,13795.799
633,2.72E-01,13794.108
634,2.40E-01,13792.417
635,1.91E-01,13790.726
636,2.48E-01,13789.034
637,2.24E-01,13787.343
638,2.10E-01,13785.652
639,2.17E-01,13783.96
640,1.90E-01,13782.269
641,2.36E-01,13780.577
642,2.82E-01,13778.886
643,3.05E-01,13777.195
644,2.82E-01,13775.503
645,2.44E-01,13773.811
646,2.24E-01,13772.12
647,1.82E-01,13770.428
648,2.53E-01,13768.737
649,2.61E-01,13767.045
650,2.41E-01,13765.354
651,2.11E-01,13763.663
652,2.59E-01,13761.971
653,2.53E-01,13760.279
654,2.19E-01,13758.588
655,2.52E-01,13756.896
656,2.74E-01,13755.204
657,2.54E-01,13753.513
658,2.26E-01,13751.82
659,2.13E-01,13750.129
660,2.44E-01,13748.437
661,2.95E-01,13746.745
662,2.61E-01,13745.053
663,2.28E-01,13743.361
664,2.22E-01,13741.669
665,2.17E-01,13739.978
666,2.21E-01,13738.286
667,2.49E-01,13736.594
668,2.41E-01,13734.902
669,2.11E-01,13733.21
670,2.20E-01,13731.518
671,2.49E-01,13729.826
672,2.35E-01,13728.134
673,2.37E-01,13726.442
674,2.28E-01,13724.75
675,2.45E-01,13723.057
676,2.45E-01,13721.365
677,2.66E-01,13719.674
678,2.42E-01,13717.981
679,2.13E-01,13716.289
680,2.15E-01,13714.597
681,2.09E-01,13712.905
682,2.54E-01,13711.213
683,2.20E-01,13709.52
684,1.97E-01,13707.828
685,2.28E-01,13706.136
686,2.37E-01,13704.443
687,1.99E-01,13702.751
688,2.26E-01,13701.058
689,2.40E-01,13699.366
690,2.39E-01,13697.674
691,2.29E-01,13695.981
692,2.14E-01,13694.288
693,2.63E-01,13692.596
694,2.22E-01,13690.903
695,2.41E-01,13689.211
696,2.47E-01,13687.519
697,2.12E-01,13685.826
698,2.02E-01,13684.133
699,2.01E-01,13682.44
700,1.96E-01,13680.748
701,2.30E-01,13679.056
702,2.63E-01,13677.362
703,1.92E-01,13675.67
704,2.11E-01,13673.977
705,2.48E-01,13672.284
706,1.99E-01,13670.592
707,2.36E-01,13668.899
708,3.32E-01,13667.206
709,3.72E-01,13665.513
710,3.29E-01,13663.82
711,2.81E-01,13662.128
712,2.64E-01,13660.434
713,2.52E-01,13658.742
714,2.42E-01,13657.049
715,2.25E-01,13655.356
716,2.50E-01,13653.663
717,2.29E-01,13651.97
718,2.59E-01,13650.277
719,2.42E-01,13648.583
720,2.34E-01,13646.89
721,2.15E-01,13645.198
722,2.12E-01,13643.504
723,2.20E-01,13641.811
724,1.97E-01,13640.118
725,2.18E-01,13638.425
726,2.44E-01,13636.732
727,2.24E-01,13635.038
728,2.56E-01,13633.345
729,2.77E-01,13631.652
730,2.53E-01,13629.958
731,2.41E-01,13628.265
732,2.34E-01,13626.572
733,2.55E-01,13624.879
734,2.30E-01,13623.185
735,2.13E-01,13621.492
736,2.35E-01,13619.799
737,2.66E-01,13618.105
738,2.41E-01,13616.412
739,2.45E-01,13614.718
740,2.90E-01,13613.024
741,2.76E-01,13611.331
742,2.37E-01,13609.637
743,2.68E-01,13607.944
744,2.41E-01,13606.251
745,2.46E-01,13604.557
746,2.73E-01,13602.863
747,2.79E-01,13601.169
748,2.99E-01,13599.476
749,2.80E-01,13597.782
750,2.31E-01,13596.088
751,2.39E-01,13594.394
752,2.33E-01,13592.701
753,2.65E-01,13591.007
754,2.62E-01,13589.313
755,2.64E-01,13587.62
756,2.74E-01,13585.926
757,2.82E-01,13584.232
758,2.51E-01,13582.538
759,2.39E-01,13580.844
760,2.75E-01,13579.15
761,2.48E-01,13577.456
762,2.39E-01,13575.762
763,2.59E-01,13574.068
764,2.98E-01,13572.374
765,2.96E-01,13570.68
766,3.05E-01,13568.986
767,3.06E-01,13567.292
768,3.12E-01,13565.598
769,3.25E-01,13563.903
770,3.16E-01,13562.21
771,2.77E-01,13560.515
772,2.73E-01,13558.821
773,2.90E-01,13557.127
774,3.18E-01,13555.432
775,3.08E-01,13553.739
776,3.07E-01,13552.044
777,2.96E-01,13550.35
778,2.79E-01,13548.656
779,2.99E-01,13546.961
780,3.19E-01,13545.267
781,2.88E-01,13543.572
782,2.70E-01,13541.878
783,2.77E-01,13540.183
784,3.25E-01,13538.489
785,3.56E-01,13536.794
786,3.52E-01,13535.1
787,3.35E-01,13533.406
788,3.38E-01,13531.711
789,3.85E-01,13530.016
790,4.35E-01,13528.322
791,4.22E-01,13526.627
792,3.86E-01,13524.933
793,4.23E-01,13523.238
794,4.11E-01,13521.543
795,3.61E-01,13519.849
796,3.24E-01,13518.154
797,3.14E-01,13516.459
798,3.30E-01,13514.765
799,3.68E-01,13513.07
800,3.76E-01,13511.375
801,4.34E-01,13509.68
802,4.21E-01,13507.985
803,3.38E-01,13506.291
804,3.20E-01,13504.595
805,3.57E-01,13502.9
806,3.84E-01,13501.206
807,3.85E-01,13499.511
808,3.67E-01,13497.816
809,3.94E-01,13496.121
810,4.24E-01,13494.426
811,4.39E-01,13492.731
812,3.93E-01,13491.035
813,3.60E-01,13489.341
814,3.86E-01,13487.645
815,4.05E-01,13485.95
816,3.90E-01,13484.255
817,3.82E-01,13482.56
818,3.99E-01,13480.865
819,3.89E-01,13479.169
820,3.49E-01,13477.475
821,3.88E-01,13475.779
822,4.01E-01,13474.084
823,4.33E-01,13472.388
824,4.44E-01,13470.693
825,4.50E-01,13468.998
826,4.14E-01,13467.303
827,4.24E-01,13465.607
828,4.36E-01,13463.912
829,4.65E-01,13462.216
830,4.91E-01,13460.521
831,4.81E-01,13458.825
832,4.62E-01,13457.13
833,4.75E-01,13455.434
834,4.32E-01,13453.739
835,4.80E-01,13452.043
836,5.25E-01,13450.348
837,4.92E-01,13448.652
838,4.44E-01,13446.957
839,4.33E-01,13445.261
840,4.31E-01,13443.565
841,4.15E-01,13441.869
842,4.36E-01,13440.174
843,4.83E-01,13438.478
844,5.42E-01,13436.782
845,5.52E-01,13435.087
846,5.27E-01,13433.391
847,5.42E-01,13431.695
848,5.31E-01,13429.999
849,5.32E-01,13428.303
850,5.87E-01,13426.607
851,6.95E-01,13424.912
852,9.90E-01,13423.216
853,1.18E+00,13421.52
854,9.62E-01,13419.823
855,6.79E-01,13418.128
856,5.82E-01,13416.432
857,5.29E-01,13414.736
858,5.27E-01,13413.039
859,5.67E-01,13411.343
860,5.59E-01,13409.647
861,5.47E-01,13407.951
862,5.35E-01,13406.255
863,5.16E-01,13404.559
864,6.01E-01,13402.863
865,6.55E-01,13401.167
866,6.36E-01,13399.47
867,6.33E-01,13397.774
868,5.83E-01,13396.078
869,5.93E-01,13394.381
870,5.48E-01,13392.685
871,5.50E-01,13390.989
872,5.44E-01,13389.292
873,5.30E-01,13387.596
874,5.93E-01,13385.899
875,5.50E-01,13384.203
876,4.89E-01,13382.507
877,5.26E-01,13380.81
878,5.42E-01,13379.114
879,5.74E-01,13377.417
880,5.54E-01,13375.721
881,5.72E-01,13374.024
882,5.56E-01,13372.327
883,5.48E-01,13370.631
884,5.94E-01,13368.934
885,5.77E-01,13367.238
886,5.99E-01,13365.541
887,5.43E-01,13363.844
888,5.44E-01,13362.148
889,5.03E-01,13360.451
890,4.87E-01,13358.754
891,5.61E-01,13357.057
892,5.90E-01,13355.36
893,5.98E-01,13353.664
894,5.93E-01,13351.967
895,5.61E-01,13350.27
896,5.46E-01,13348.573
897,5.77E-01,13346.876
898,5.81E-01,13345.179
899,5.83E-01,13343.482
900,5.65E-01,13341.785
901,5.33E-01,13340.088
902,5.83E-01,13338.391
903,5.57E-01,13336.695
904,5.51E-01,13334.997
905,5.76E-01,13333.3
906,6.00E-01,13331.603
907,6.00E-01,13329.906
908,6.78E-01,13328.209
909,8.72E-01,13326.512
910,1.13E+00,13324.814
911,1.06E+00,13323.117
912,7.25E-01,13321.42
913,5.66E-01,13319.723
914,5.70E-01,13318.025
915,5.47E-01,13316.328
916,4.96E-01,13314.631
917,4.52E-01,13312.933
918,5.17E-01,13311.236
919,5.74E-01,13309.539
920,6.10E-01,13307.841
921,6.30E-01,13306.144
922,6.72E-01,13304.447
923,7.99E-01,13302.749
924,7.76E-01,13301.051
925,7.04E-01,13299.354
926,6.45E-01,13297.656
927,6.25E-01,13295.959
928,5.70E-01,13294.262
929,5.48E-01,13292.564
930,5.67E-01,13290.866
931,5.61E-01,13289.168
932,6.08E-01,13287.471
933,5.31E-01,13285.773
934,5.78E-01,13284.075
935,5.98E-01,13282.378
936,6.44E-01,13280.68
937,6.32E-01,13278.982
938,6.56E-01,13277.284
939,6.84E-01,13275.587
940,6.37E-01,13273.889
941,5.82E-01,13272.191
942,6.19E-01,13270.493
943,6.61E-01,13268.795
944,6.34E-01,13267.097
945,6.46E-01,13265.399
946,6.12E-01,13263.701
947,6.07E-01,13262.003
948,6.30E-01,13260.305
949,6.39E-01,13258.607
950,5.92E-01,13256.909
951,5.83E-01,13255.211
952,6.12E-01,13253.513
953,6.37E-01,13251.815
954,6.67E-01,13250.117
955,6.65E-01,13248.418
956,6.74E-01,13246.72
957,6.36E-01,13245.022
958,5.92E-01,13243.324
959,5.98E-01,13241.626
960,9.42E-01,13239.927
961,2.02E+00,13238.229
962,2.89E+00,13236.531
963,2.07E+00,13234.832
964,9.22E-01,13233.134
965,6.21E-01,13231.435
966,6.24E-01,13229.737
967,6.79E-01,13228.038
968,6.49E-01,13226.34
969,6.39E-01,13224.641
970,7.12E-01,13222.943
971,7.13E-01,13221.245
972,6.98E-01,13219.546
973,6.96E-01,13217.847
974,7.01E-01,13216.149
975,7.59E-01,13214.45
976,1.18E+00,13212.751
977,1.73E+00,13211.053
978,1.46E+00,13209.354
979,8.63E-01,13207.656
980,6.41E-01,13205.957
981,6.34E-01,13204.258
982,6.25E-01,13202.559
983,5.94E-01,13200.86
984,6.14E-01,13199.162
985,5.94E-01,13197.463
986,6.02E-01,13195.764
987,6.20E-01,13194.065
988,6.49E-01,13192.366
989,6.47E-01,13190.667
990,6.23E-01,13188.968
991,5.93E-01,13187.27
992,5.76E-01,13185.57
993,5.77E-01,13183.871
994,5.85E-01,13182.172
995,6.28E-01,13180.473
996,6.29E-01,13178.774
997,6.61E-01,13177.075
