col,sky,wavelength
1246,0.73,10643.374
1247,0.681,10641.95
1248,0.681,10640.525
1249,0.672,10639.102
1250,0.682,10637.677
1251,0.665,10636.253
1252,0.678,10634.829
1253,0.696,10633.405
1254,0.672,10631.981
1255,0.655,10630.557
1256,0.67,10629.132
1257,0.64,10627.708
1258,0.67,10626.284
1259,0.7,10624.86
1260,0.708,10623.435
1261,0.668,10622.011
1262,0.633,10620.587
1263,0.664,10619.162
1264,0.659,10617.738
1265,0.67,10616.314
1266,0.654,10614.889
1267,0.623,10613.465
1268,0.637,10612.04
1269,0.684,10610.616
1270,0.683,10609.191
1271,0.666,10607.767
1272,0.616,10606.342
1273,0.652,10604.917
1274,0.65,10603.493
1275,0.672,10602.068
1276,0.647,10600.644
1277,0.691,10599.219
1278,0.69,10597.794
1279,0.66,10596.37
1280,0.649,10594.945
1281,0.658,10593.52
1282,0.654,10592.095
1283,0.704,10590.671
1284,0.766,10589.246
1285,0.742,10587.821
1286,0.661,10586.396
1287,0.63,10584.971
1288,0.644,10583.547
1289,0.643,10582.122
1290,0.673,10580.697
1291,0.667,10579.272
1292,0.664,10577.847
1293,0.674,10576.422
1294,0.689,10574.997
1295,0.672,10573.572
1296,0.671,10572.147
1297,0.666,10570.722
1298,0.628,10569.297
1299,0.658,10567.871
1300,0.619,10566.446
1301,0.618,10565.021
1302,0.626,10563.596
1303,0.642,10562.171
1304,0.649,10560.746
1305,0.617,10559.32
1306,0.642,10557.895
1307,0.62,10556.469
1308,0.603,10555.044
1309,0.631,10553.619
1310,0.628,10552.194
1311,0.593,10550.768
1312,0.615,10549.343
1313,0.606,10547.917
1314,0.586,10546.492
1315,0.608,10545.067
1316,0.623,10543.641
1317,0.606,10542.216
1318,0.612,10540.79
1319,0.612,10539.364
1320,0.618,10537.939
1321,0.636,10536.513
1322,0.625,10535.088
1323,0.612,10533.662
1324,0.599,10532.237
1325,0.617,10530.811
1326,0.74,10529.385
1327,0.878,10527.959
1328,0.811,10526.534
1329,0.655,10525.108
1330,0.58,10523.682
1331,0.564,10522.257
1332,0.618,10520.831
1333,0.62,10519.405
1334,0.607,10517.979
1335,0.624,10516.553
1336,0.642,10515.127
1337,0.691,10513.701
1338,0.75,10512.275
1339,0.687,10510.849
1340,0.594,10509.423
1341,0.58,10507.997
1342,0.591,10506.571
1343,0.604,10505.145
1344,0.607,10503.719
1345,0.633,10502.293
1346,0.626,10500.867
1347,0.617,10499.441
1348,0.637,10498.015
1349,0.622,10496.588
1350,0.595,10495.162
1351,0.574,10493.736
1352,0.59,10492.31
1353,0.606,10490.883
1354,0.609,10489.457
1355,0.585,10488.031
1356,0.565,10486.605
1357,0.58,10485.178
1358,0.573,10483.752
1359,0.59,10482.325
1360,0.588,10480.899
1361,0.59,10479.473
1362,0.582,10478.046
1363,0.585,10476.62
1364,0.605,10475.194
1365,0.801,10473.767
1366,1.09,10472.34
1367,0.995,10470.914
1368,0.711,10469.487
1369,0.588,10468.06
1370,0.572,10466.634
1371,0.581,10465.207
1372,0.589,10463.781
1373,0.579,10462.354
1374,0.607,10460.927
1375,0.587,10459.501
1376,0.568,10458.074
1377,0.598,10456.647
1378,0.658,10455.22
1379,0.784,10453.793
1380,0.718,10452.367
1381,0.59,10450.94
1382,0.562,10449.513
1383,0.54,10448.086
1384,0.55,10446.659
1385,0.574,10445.232
1386,0.554,10443.805
1387,0.529,10442.378
1388,0.545,10440.951
1389,0.548,10439.524
1390,0.58,10438.097
1391,0.555,10436.67
1392,0.559,10435.243
1393,0.583,10433.816
1394,0.59,10432.389
1395,0.584,10430.962
1396,0.579,10429.534
1397,0.56,10428.107
1398,0.596,10426.68
1399,0.588,10425.253
1400,0.675,10423.826
1401,1.07,10422.398
1402,1.25,10420.971
1403,0.871,10419.544
1404,0.599,10418.117
1405,0.554,10416.689
1406,0.568,10415.262
1407,0.57,10413.834
1408,0.549,10412.407
1409,0.545,10410.979
1410,0.553,10409.552
1411,0.542,10408.125
1412,0.536,10406.697
1413,0.579,10405.27
1414,0.543,10403.842
1415,0.55,10402.414
1416,0.689,10400.987
1417,0.811,10399.559
1418,0.702,10398.132
1419,0.564,10396.704
1420,0.548,10395.276
1421,0.527,10393.848
1422,0.515,10392.421
1423,0.526,10390.993
1424,0.562,10389.565
1425,0.571,10388.138
1426,0.559,10386.71
1427,0.534,10385.282
1428,0.545,10383.854
1429,0.537,10382.426
1430,0.524,10380.998
1431,0.537,10379.57
1432,0.636,10378.143
1433,1.02,10376.715
1434,1.12,10375.287
1435,0.721,10373.858
1436,0.538,10372.431
1437,0.543,10371.003
1438,0.538,10369.574
1439,0.501,10368.146
1440,0.524,10366.718
1441,0.505,10365.29
1442,0.492,10363.862
1443,0.5,10362.434
1444,0.535,10361.006
1445,0.527,10359.577
1446,0.575,10358.149
1447,0.572,10356.721
1448,0.552,10355.293
1449,0.515,10353.864
1450,0.55,10352.436
1451,0.68,10351.008
1452,0.681,10349.579
1453,0.565,10348.151
1454,0.498,10346.723
1455,0.497,10345.294
1456,0.55,10343.866
1457,0.542,10342.437
1458,0.507,10341.009
1459,0.504,10339.58
1460,0.501,10338.152
1461,0.53,10336.723
1462,0.495,10335.295
1463,0.514,10333.866
1464,0.496,10332.438
1465,0.514,10331.009
1466,0.497,10329.58
1467,0.502,10328.151
1468,0.483,10326.723
1469,0.496,10325.294
1470,0.497,10323.865
1471,0.503,10322.436
1472,0.494,10321.008
1473,0.463,10319.579
1474,0.489,10318.15
1475,0.482,10316.721
1476,0.48,10315.292
1477,0.521,10313.863
1478,0.576,10312.435
1479,0.512,10311.006
1480,0.485,10309.577
1481,0.497,10308.148
1482,0.498,10306.719
1483,0.465,10305.29
1484,0.476,10303.861
1485,0.491,10302.432
1486,0.567,10301.003
1487,0.717,10299.574
1488,0.671,10298.144
1489,0.541,10296.715
1490,0.488,10295.286
1491,0.505,10293.857
1492,0.503,10292.428
1493,0.871,10290.999
1494,1.31,10289.569
1495,1.04,10288.14
1496,0.603,10286.711
1497,0.471,10285.281
1498,0.443,10283.852
1499,0.422,10282.423
1500,0.486,10280.993
1501,0.48,10279.564
1502,0.458,10278.135
1503,0.457,10276.705
1504,0.488,10275.275
1505,0.518,10273.846
1506,0.5,10272.416
1507,0.461,10270.987
1508,0.456,10269.557
1509,0.462,10268.128
1510,0.463,10266.698
1511,0.451,10265.269
1512,0.465,10263.839
1513,0.443,10262.409
1514,0.433,10260.98
1515,0.421,10259.55
1516,0.437,10258.12
1517,0.43,10256.691
1518,0.448,10255.261
1519,0.468,10253.831
1520,0.446,10252.401
1521,0.413,10250.971
1522,0.422,10249.541
1523,0.416,10248.112
1524,0.432,10246.682
1525,0.457,10245.252
1526,0.461,10243.822
1527,0.447,10242.392
1528,0.439,10240.962
1529,0.44,10239.532
1530,0.438,10238.102
1531,0.415,10236.672
1532,0.466,10235.242
1533,0.499,10233.812
1534,0.492,10232.382
1535,0.472,10230.951
1536,0.558,10229.522
1537,0.59,10228.091
1538,0.488,10226.661
1539,0.463,10225.231
1540,0.415,10223.801
1541,0.407,10222.37
1542,0.402,10220.94
1543,0.4,10219.51
1544,0.396,10218.079
1545,0.409,10216.649
1546,0.544,10215.219
1547,0.633,10213.788
1548,0.591,10212.358
1549,0.497,10210.927
1550,0.41,10209.497
1551,0.408,10208.067
1552,0.449,10206.636
1553,0.455,10205.206
1554,0.411,10203.775
1555,0.406,10202.344
1556,0.392,10200.914
1557,0.389,10199.483
1558,0.405,10198.053
1559,0.407,10196.622
1560,0.435,10195.192
1561,0.536,10193.761
1562,0.568,10192.33
1563,0.474,10190.899
1564,0.448,10189.469
1565,0.416,10188.038
1566,0.395,10186.607
1567,0.412,10185.176
1568,0.432,10183.745
1569,0.426,10182.314
1570,0.406,10180.884
1571,0.381,10179.453
1572,0.389,10178.022
1573,0.503,10176.591
1574,0.67,10175.16
1575,0.635,10173.729
1576,0.447,10172.298
1577,0.403,10170.867
1578,0.383,10169.436
1579,0.411,10168.005
1580,0.396,10166.574
1581,0.378,10165.143
1582,0.355,10163.712
1583,0.373,10162.28
1584,0.403,10160.849
1585,0.397,10159.418
1586,0.405,10157.987
1587,0.454,10156.556
1588,0.471,10155.124
1589,0.403,10153.693
1590,0.391,10152.262
1591,0.376,10150.83
1592,0.376,10149.399
1593,0.384,10147.967
1594,0.368,10146.536
1595,0.374,10145.105
1596,0.378,10143.673
1597,0.355,10142.242
1598,0.383,10140.81
1599,0.402,10139.379
1600,0.358,10137.947
1601,0.329,10136.516
1602,0.377,10135.084
1603,0.379,10133.653
1604,0.331,10132.221
1605,0.36,10130.789
1606,0.403,10129.358
1607,0.535,10127.926
1608,0.575,10126.494
1609,0.465,10125.063
1610,0.383,10123.631
1611,0.356,10122.199
1612,0.339,10120.768
1613,0.315,10119.336
1614,0.304,10117.904
1615,0.309,10116.472
1616,0.336,10115.04
1617,0.332,10113.608
1618,0.327,10112.176
1619,0.33,10110.744
1620,0.352,10109.312
1621,0.401,10107.88
1622,0.417,10106.448
1623,0.34,10105.016
1624,0.325,10103.584
1625,0.334,10102.152
1626,0.342,10100.72
1627,0.339,10099.288
1628,0.341,10097.856
1629,0.329,10096.424
1630,0.357,10094.992
1631,0.355,10093.559
1632,0.347,10092.127
1633,0.329,10090.695
1634,0.301,10089.263
1635,0.319,10087.831
1636,0.42,10086.398
1637,0.48,10084.966
1638,0.388,10083.534
1639,0.295,10082.101
1640,0.301,10080.669
1641,0.308,10079.237
1642,0.311,10077.804
1643,0.297,10076.372
1644,0.31,10074.939
1645,0.33,10073.507
1646,0.322,10072.074
1647,0.297,10070.642
1648,0.3,10069.209
1649,0.291,10067.776
1650,0.297,10066.344
1651,0.327,10064.911
1652,0.33,10063.479
1653,0.311,10062.046
1654,0.294,10060.613
1655,0.297,10059.181
1656,0.31,10057.748
1657,0.268,10056.315
1658,0.268,10054.882
1659,0.279,10053.45
1660,0.296,10052.017
1661,0.289,10050.584
1662,0.28,10049.151
1663,0.3,10047.718
1664,0.289,10046.285
1665,0.292,10044.852
1666,0.281,10043.419
1667,0.287,10041.986
1668,0.284,10040.553
1669,0.28,10039.12
1670,0.291,10037.687
1671,0.275,10036.254
1672,0.276,10034.821
1673,0.279,10033.388
1674,0.273,10031.955
1675,0.277,10030.522
1676,0.321,10029.089
1677,0.292,10027.655
1678,0.247,10026.222
1679,0.233,10024.789
1680,0.259,10023.356
1681,0.257,10021.923
1682,0.263,10020.489
1683,0.296,10019.056
1684,0.353,10017.623
1685,0.428,10016.189
1686,0.408,10014.756
1687,0.319,10013.322
1688,0.275,10011.889
1689,0.27,10010.456
1690,0.223,10009.022
1691,0.25,10007.589
1692,0.25,10006.155
1693,0.245,10004.722
1694,0.268,10003.288
1695,0.265,10001.854
1696,0.244,10000.421
1697,0.238,9998.987
1698,0.243,9997.554
1699,0.256,9996.12
1700,0.257,9994.686
1701,0.248,9993.253
1702,0.241,9991.819
1703,0.25,9990.385
1704,0.258,9988.951
1705,0.257,9987.518
1706,0.237,9986.084
1707,0.25,9984.65
1708,0.267,9983.216
1709,0.247,9981.782
1710,0.248,9980.348
1711,0.236,9978.914
1712,0.227,9977.48
1713,0.26,9976.047
1714,0.265,9974.612
1715,0.245,9973.178
1716,0.243,9971.745
1717,0.229,9970.31
1718,0.226,9968.876
1719,0.221,9967.442
1720,0.258,9966.008
1721,0.269,9964.574
1722,0.255,9963.14
1723,0.254,9961.706
1724,0.275,9960.272
1725,0.285,9958.837
1726,0.266,9957.403
1727,0.241,9955.969
1728,0.213,9954.534
1729,0.219,9953.1
1730,0.266,9951.666
1731,0.285,9950.231
1732,0.275,9948.797
1733,0.273,9947.363
1734,0.277,9945.928
1735,0.282,9944.494
1736,0.256,9943.059
1737,0.213,9941.625
1738,0.224,9940.19
1739,0.225,9938.756
1740,0.224,9937.321
1741,0.211,9935.887
1742,0.178,9934.452
1743,0.184,9933.018
1744,0.21,9931.583
1745,0.216,9930.148
1746,0.21,9928.714
1747,0.185,9927.279
1748,0.171,9925.844
1749,0.183,9924.409
1750,0.2,9922.975
1751,0.181,9921.54
1752,0.2,9920.105
1753,0.235,9918.67
1754,0.223,9917.235
1755,0.204,9915.8
1756,0.177,9914.366
1757,0.185,9912.931
1758,0.182,9911.496
1759,0.179,9910.061
1760,0.18,9908.626
1761,0.158,9907.191
1762,0.21,9905.756
1763,0.212,9904.321
1764,0.2,9902.886
1765,0.197,9901.451
1766,0.185,9900.015
1767,0.199,9898.58
1768,0.201,9897.145
1769,0.188,9895.71
1770,0.191,9894.275
1771,0.196,9892.84
1772,0.184,9891.404
1773,0.204,9889.969
1774,0.199,9888.534
1775,0.172,9887.099
1776,0.18,9885.663
1777,0.176,9884.228
1778,0.178,9882.792
1779,0.191,9881.357
1780,0.167,9879.922
1781,0.167,9878.486
1782,0.181,9877.051
1783,0.235,9875.615
1784,0.218,9874.18
1785,0.19,9872.744
1786,0.184,9871.309
1787,0.172,9869.873
1788,0.153,9868.437
1789,0.165,9867.002
1790,0.198,9865.566
1791,0.201,9864.131
1792,0.186,9862.695
1793,0.188,9861.259
1794,0.172,9859.823
1795,0.173,9858.388
1796,0.185,9856.952
1797,0.186,9855.516
1798,0.192,9854.08
1799,0.194,9852.644
1800,0.18,9851.209
1801,0.163,9849.773
1802,0.164,9848.337
1803,0.146,9846.901
1804,0.156,9845.465
1805,0.157,9844.029
1806,0.158,9842.593
1807,0.159,9841.157
1808,0.136,9839.721
1809,0.165,9838.285
1810,0.141,9836.849
1811,0.149,9835.413
1812,0.175,9833.977
1813,0.158,9832.541
1814,0.155,9831.104
1815,0.135,9829.668
1816,0.149,9828.232
1817,0.139,9826.796
1818,0.143,9825.359
1819,0.153,9823.923
1820,0.162,9822.487
1821,0.152,9821.051
1822,0.136,9819.614
1823,0.143,9818.178
1824,0.164,9816.742
1825,0.157,9815.305
1826,0.159,9813.869
1827,0.147,9812.432
1828,0.126,9810.996
1829,0.102,9809.559
1830,0.124,9808.123
1831,0.119,9806.686
1832,0.134,9805.25
1833,0.156,9803.813
1834,0.144,9802.376
1835,0.15,9800.94
1836,0.148,9799.503
1837,0.132,9798.067
1838,0.123,9796.63
1839,0.142,9795.193
1840,0.143,9793.757
1841,0.138,9792.32
1842,0.137,9790.883
1843,0.132,9789.446
1844,0.122,9788.009
1845,0.128,9786.572
1846,0.118,9785.136
1847,0.125,9783.699
1848,0.132,9782.262
1849,0.134,9780.825
1850,0.118,9779.388
1851,0.129,9777.951
1852,0.127,9776.514
1853,0.109,9775.077
1854,0.105,9773.64
1855,0.109,9772.203
1856,0.134,9770.766
1857,0.119,9769.329
1858,0.0848,9767.892
1859,0.122,9766.454
1860,0.136,9765.017
1861,0.114,9763.58
1862,0.135,9762.143
1863,0.158,9760.706
1864,0.125,9759.268
1865,0.114,9757.831
1866,0.111,9756.394
1867,0.122,9754.956
1868,0.105,9753.519
1869,0.113,9752.082
1870,0.105,9750.644
1871,0.103,9749.207
1872,0.116,9747.77
1873,0.114,9746.332
1874,0.102,9744.895
1875,0.124,9743.457
1876,0.122,9742.02
1877,0.108,9740.582
1878,0.105,9739.144
1879,0.103,9737.707
1880,0.102,9736.269
1881,0.105,9734.832
1882,0.102,9733.394
1883,0.11,9731.956
1884,0.106,9730.519
1885,0.126,9729.081
1886,0.118,9727.643
1887,0.117,9726.205
1888,0.127,9724.768
1889,0.121,9723.33
1890,0.119,9721.892
1891,0.125,9720.454
1892,0.104,9719.016
1893,0.122,9717.578
1894,0.114,9716.141
1895,0.117,9714.703
1896,0.108,9713.265
1897,0.107,9711.827
1898,0.105,9710.389
1899,0.12,9708.951
1900,0.128,9707.513
1901,0.102,9706.074
1902,0.0998,9704.636
1903,0.119,9703.198
1904,0.131,9701.76
1905,0.144,9700.322
1906,0.134,9698.884
1907,0.124,9697.446
1908,0.122,9696.007
1909,0.147,9694.569
1910,0.0989,9693.131
1911,0.0828,9691.693
1912,0.105,9690.254
1913,0.104,9688.816
1914,0.0913,9687.378
1915,0.102,9685.939
1916,0.119,9684.501
1917,0.123,9683.062
1918,0.101,9681.624
1919,0.109,9680.185
1920,0.112,9678.747
1921,0.109,9677.308
1922,0.114,9675.87
1923,0.107,9674.431
1924,0.101,9672.993
1925,0.106,9671.554
1926,0.144,9670.116
1927,0.122,9668.677
1928,0.102,9667.238
1929,0.108,9665.8
1930,0.102,9664.361
1931,0.0738,9662.922
1932,0.0875,9661.483
1933,0.0925,9660.045
1934,0.107,9658.606
1935,0.109,9657.167
1936,0.113,9655.728
1937,0.0866,9654.289
1938,0.0958,9652.851
1939,0.0941,9651.412
1940,0.114,9649.973
1941,0.0817,9648.534
1942,0.118,9647.095
1943,0.0984,9645.656
1944,0.104,9644.217
1945,0.128,9642.778
1946,0.124,9641.339
1947,0.118,9639.9
1948,0.0808,9638.46
1949,0.088,9637.021
1950,0.0913,9635.582
1951,0.104,9634.143
1952,0.111,9632.704
1953,0.111,9631.265
1954,0.0959,9629.825
1955,0.103,9628.386
1956,0.115,9626.947
1957,0.108,9625.507
1958,0.0998,9624.068
1959,0.107,9622.629
1960,0.107,9621.189
1961,0.0929,9619.75
1962,0.104,9618.311
1963,0.105,9616.871
1964,0.109,9615.432
1965,0.104,9613.992
1966,0.106,9612.553
1967,0.127,9611.113
1968,0.101,9609.674
1969,0.103,9608.234
1970,0.117,9606.795
1971,0.0958,9605.355
1972,0.0983,9603.915
1973,0.112,9602.476
1974,0.111,9601.036
1975,0.0982,9599.596
1976,0.107,9598.157
1977,0.114,9596.717
1978,0.0983,9595.277
1979,0.12,9593.837
1980,0.0998,9592.397
1981,0.0934,9590.958
1982,0.116,9589.518
1983,0.134,9588.078
1984,0.102,9586.638
1985,0.0759,9585.198
1986,0.0746,9583.758
1987,0.0881,9582.318
1988,0.0743,9580.878
1989,0.0688,9579.438
1990,0.112,9577.998
1991,0.0801,9576.558
1992,0.0991,9575.118
1993,0.103,9573.678
1994,0.0809,9572.238
1995,0.0874,9570.798
1996,0.101,9569.357
1997,0.1,9567.917
1998,0.0945,9566.477
1999,0.0797,9565.037
2000,0.0619,9563.597
2001,0.0694,9562.156
2002,0.0831,9560.716
2003,0.101,9559.276
2004,0.0906,9557.835
2005,0.0871,9556.395
2006,0.0801,9554.955
2007,0.0825,9553.514
2008,0.0781,9552.074
2009,0.091,9550.633
2010,0.0638,9549.193
2011,0.0702,9547.752
2012,0.0778,9546.312
2013,0.0747,9544.871
2014,0.0933,9543.431
2015,0.122,9541.99
2016,0.116,9540.549
2017,0.108,9539.109
2018,0.0799,9537.668
2019,0.0669,9536.228
2020,0.074,9534.787
2021,0.0774,9533.346
2022,0.113,9531.905
2023,0.113,9530.465
2024,0.0916,9529.024
2025,0.0899,9527.583
2026,0.113,9526.142
2027,0.0929,9524.701
2028,0.093,9523.26
2029,0.0901,9521.82
2030,0.0855,9520.379
2031,0.0682,9518.938
2032,0.103,9517.497
2033,0.0683,9516.056
2034,0.0773,9514.615
2035,0.0895,9513.174
2036,0.0821,9511.733
2037,0.0729,9510.292
2038,0.0826,9508.851
2039,0.105,9507.409
2040,0.0859,9505.968
2041,0.093,9504.527
2042,0.0811,9503.086
2043,0.101,9501.645
2044,0,9500.203
2045,0,9498.762
2046,0,9497.321
2047,0,9495.88
