lk,ukf_a0v,uks_a0v , fh,fl, fc
4365,1.824733,0.035306,1.824733,0,0
4370,1.889272,0.051086,1.889272,0,0
4375,1.915232,0.047821,1.915232,0,0
4380,1.919991,0.043217,1.919991,0,0
4385,1.915014,0.043326,1.915014,0,0
4390,1.928407,0.042158,1.928407,0,0
4395,1.935735,0.039164,1.935735,0,0
4400,1.935139,0.036988,1.935139,0,0
4405,1.941841,0.038015,1.941841,0,0
4410,1.942488,0.03901,1.942488,0,0
4415,1.924015,0.038463,1.924015,0,0
4420,1.929782,0.03068,1.929782,0,0
4425,1.935769,0.034735,1.935769,0,0
4430,1.916791,0.02563,1.916791,0,0
4435,1.90854,0.029992,1.90854,0,0
4440,1.901613,0.022273,1.901613,0,0
4445,1.905883,0.026755,1.905883,0,0
4450,1.913008,0.032873,1.913008,0,0
4455,1.904084,0.032868,1.904084,0,0
4460,1.886469,0.026664,1.886469,0,0
4465,1.867539,0.015091,1.867539,0,0
4470,1.85208,0.011509,1.85208,0,0
4475,1.848929,0.030039,1.848929,0,0
4480,1.822841,0.011484,1.822841,0,0
4485,1.831402,0.018147,1.831402,0,0
4490,1.845854,0.022054,1.845854,0,0
4495,1.855295,0.025077,1.855295,0,0
4500,1.85885,0.023272,1.85885,0,0
4505,1.860867,0.020347,1.860867,0,0
4510,1.863026,0.025591,1.863026,0,0
4515,1.848286,0.029209,1.848286,0,0
4520,1.826406,0.033553,1.826406,0,0
4525,1.809914,0.029738,1.809914,0,0
4530,1.796286,0.022643,1.796286,0,0
4535,1.802478,0.025552,1.802478,0,0
4540,1.80279,0.025891,1.80279,0,0
4545,1.771593,0.014162,1.771593,0,0
4550,1.747621,0.030857,1.747621,0,0
4555,1.754564,0.038176,1.754564,0,0
4560,1.764052,0.037423,1.764052,0,0
4565,1.758464,0.0285,1.758464,0,0
4570,1.744937,0.022073,1.744937,0,0
4575,1.739346,0.030857,1.739346,0,0
4580,1.721821,0.031843,1.721821,0,0
4585,1.702466,0.022938,1.702466,0,0
4590,1.710641,0.029834,1.710641,0,0
4595,1.721394,0.02854,1.721394,0,0
4600,1.720887,0.012669,1.720887,0,0
4605,1.727435,0.00685,1.727435,0,0
4610,1.722228,0.01351,1.722228,0,0
4615,1.708244,0.022254,1.708244,0,0
4620,1.708604,0.02244,1.708604,0,0
4625,1.696159,0.016153,1.696159,0,0
4630,1.682961,0.017415,1.682961,0,0
4635,1.680371,0.020283,1.680371,0,0
4640,1.68165,0.019682,1.68165,0,0
4645,1.677869,0.018091,1.677869,0,0
4650,1.681063,0.021995,1.681063,0,0
4655,1.678982,0.018312,1.678982,0,0
4660,1.674366,0.019397,1.674366,0,0
4665,1.659065,0.028303,1.659065,0,0
4670,1.643987,0.020764,1.643987,0,0
4675,1.636964,0.020626,1.636964,0,0
4680,1.64057,0.03447,1.64057,0,0
4685,1.654559,0.04213,1.654559,0,0
4690,1.644642,0.011816,1.644642,0,0
4695,1.641658,0.026051,1.641658,0,0
4700,1.637853,0.038456,1.637853,0,0
4705,1.636871,0.040308,1.636871,0,0
4710,1.625782,0.044911,1.625782,0,0
4715,1.602599,0.031189,1.602599,0,0
4720,1.591068,0.025304,1.591068,0,0
4725,1.592402,0.035593,1.592402,0,0
4730,1.583284,0.034395,1.583284,0,0
4735,1.568989,0.017529,1.568989,0,0
4740,1.568756,0.010177,1.568756,0,0
4745,1.573964,0.01866,1.573964,0,0
4750,1.573592,0.020135,1.573592,0,0
4755,1.563951,0.0161,1.563951,0,0
4760,1.543588,0.013135,1.543588,0,0
4765,1.536354,0.013542,1.536354,0,0
4770,1.534852,0.019697,1.534852,0,0
4775,1.538411,0.025552,1.538411,0,0
4780,1.534401,0.01715,1.534401,0,0
4785,1.532353,0.016881,1.532353,0,0
4790,1.536658,0.020368,1.536658,0,0
4795,1.532649,0.023986,1.532649,0,0
4800,1.507267,0.018514,1.507267,0,0
4805,1.49001,0.020049,1.49001,0,0
4810,1.475463,0.022008,1.475463,0,0
4815,1.46482,0.013721,1.46482,0,0
4820,1.446877,0.012556,1.446877,0,0
4825,1.414371,0.014422,1.414371,0,0
4830,1.382949,0.014915,1.382949,0,0
4835,1.345409,0.035715,1.345409,0,0
4840,1.2928,0.05321,1.2928,0,0
4845,1.205864,0.058639,1.205864,0,0
4850,1.066348,0.060447,1.066348,0,0
4855,0.876355,0.079867,0.876355,0,0
4860,0.740252,0.085383,0.740252,0,0
4865,0.799844,0.023494,0.799844,0,0
4870,0.949182,0.051749,0.949182,0,0
4875,1.085515,0.044061,1.085515,0,0
4880,1.199023,0.012675,1.199023,0,0
4885,1.274462,0.017655,1.274462,0,0
4890,1.326849,0.025813,1.326849,0,0
4895,1.360454,0.023753,1.360454,0,0
4900,1.370639,0.014506,1.370639,0,0
4905,1.381424,0.01511,1.381424,0,0
4910,1.39031,0.01885,1.39031,0,0
4915,1.387375,0.025105,1.387375,0,0
4920,1.369356,0.029106,1.369356,0,0
4925,1.371291,0.017817,1.371291,0,0
4930,1.380753,0.025111,1.380753,0,0
4935,1.375868,0.018598,1.375868,0,0
4940,1.3892,0.018378,1.3892,0,0
4945,1.40309,0.019631,1.40309,0,0
4950,1.396418,0.016919,1.396418,0,0
4955,1.380802,0.020142,1.380802,0,0
4960,1.387028,0.020891,1.387028,0,0
4965,1.393493,0.02048,1.393493,0,0
4970,1.393398,0.023028,1.393398,0,0
4975,1.393729,0.024669,1.393729,0,0
4980,1.37395,0.028871,1.37395,0,0
4985,1.358311,0.02418,1.358311,0,0
4990,1.362219,0.029027,1.362219,0,0
4995,1.351835,0.024233,1.351835,0,0
5000,1.336844,0.013695,1.336844,0,0
5005,1.33748,0.021318,1.33748,0,0
5010,1.334718,0.02118,1.334718,0,0
5015,1.31552,0.027373,1.31552,0,0
5020,1.311738,0.024573,1.311738,0,0
5025,1.328276,0.018432,1.328276,0,0
5030,1.326832,0.014595,1.326832,0,0
5035,1.324649,0.021116,1.324649,0,0
5040,1.320409,0.022769,1.320409,0,0
5045,1.320525,0.021415,1.320525,0,0
5050,1.311644,0.016259,1.311644,0,0
5055,1.308595,0.016569,1.308595,0,0
5060,1.315903,0.020661,1.315903,0,0
5065,1.307889,0.014278,1.307889,0,0
5070,1.308864,0.022414,1.308864,0,0
5075,1.299827,0.021529,1.299827,0,0
5080,1.294157,0.02365,1.294157,0,0
5085,1.303408,0.024584,1.303408,0,0
5090,1.306235,0.0239,1.306235,0,0
5095,1.295048,0.023376,1.295048,0,0
5100,1.286553,0.025008,1.286553,0,0
5105,1.291311,0.021103,1.291311,0,0
5110,1.29282,0.020046,1.29282,0,0
5115,1.300972,0.027253,1.300972,0,0
5120,1.292756,0.027493,1.292756,0,0
5125,1.278494,0.033498,1.278494,0,0
5130,1.275868,0.033962,1.275868,0,0
5135,1.271073,0.033996,1.271073,0,0
5140,1.263027,0.031838,1.263027,0,0
5145,1.260117,0.027863,1.260117,0,0
5150,1.252581,0.023571,1.252581,0,0
5155,1.242483,0.019499,1.242483,0,0
5160,1.234197,0.017615,1.234197,0,0
5165,1.203999,0.025907,1.203999,0,0
5170,1.188146,0.025482,1.188146,0,0
5175,1.207414,0.017196,1.207414,0,0
5180,1.208427,0.010226,1.208427,0,0
5185,1.198629,0.02286,1.198629,0,0
5190,1.20353,0.024813,1.20353,0,0
5195,1.203652,0.019488,1.203652,0,0
5200,1.19272,0.009709,1.19272,0,0
5205,1.181677,0.005736,1.181677,0,0
5210,1.187004,0.012267,1.187004,0,0
5215,1.196549,0.010042,1.196549,0,0
5220,1.201535,0.017447,1.201535,0,0
5225,1.189719,0.038318,1.189719,0,0
5230,1.182821,0.042993,1.182821,0,0
5235,1.181218,0.030982,1.181218,0,0
5240,1.178149,0.014673,1.178149,0,0
5245,1.178211,0.007116,1.178211,0,0
5250,1.173713,0.013113,1.173713,0,0
5255,1.176514,0.015086,1.176514,0,0
5260,1.165546,0.020135,1.165546,0,0
5265,1.138234,0.023413,1.138234,0,0
5270,1.125457,0.015428,1.125457,0,0
5275,1.125626,0.007176,1.125626,0,0
5280,1.131924,0.007612,1.131924,0,0
5285,1.144124,0.014197,1.144124,0,0
5290,1.157735,0.014298,1.157735,0,0
5295,1.160639,0.013053,1.160639,0,0
5300,1.152411,0.0132,1.152411,0,0
5305,1.141087,0.011391,1.141087,0,0
5310,1.128224,0.005227,1.128224,0,0
5315,1.121126,0.010142,1.121126,0,0
5320,1.124102,0.015115,1.124102,0,0
5325,1.115967,0.01755,1.115967,0,0
5330,1.109685,0.012337,1.109685,0,0
5335,1.1099,0.008398,1.1099,0,0
5340,1.113292,0.011207,1.113292,0,0
5345,1.118225,0.006681,1.118225,0,0
5350,1.127562,0.009731,1.127562,0,0
5355,1.130347,0.012981,1.130347,0,0
5360,1.114008,0.014392,1.114008,0,0
5365,1.096971,0.013286,1.096971,0,0
5370,1.088406,0.005872,1.088406,0,0
5375,1.092872,0.00288,1.092872,0,0
5380,1.096639,0.006134,1.096639,0,0
5385,1.099284,0.011194,1.099284,0,0
5390,1.098863,0.012383,1.098863,0,0
5395,1.087443,0.012291,1.087443,0,0
5400,1.075101,0.011207,1.075101,0,0
5405,1.067527,0.009635,1.067527,0,0
5410,1.069422,0.008338,1.069422,0,0
5415,1.072702,0.00797,1.072702,0,0
5420,1.071494,0.00844,1.071494,0,0
5425,1.063486,0.009156,1.063486,0,0
5430,1.056304,0.005362,1.056304,0,0
5435,1.057664,0.001774,1.057664,0,0
5440,1.058368,0.00107,1.058368,0,0
5445,1.058678,0.005686,1.058678,0,0
5450,1.059019,0.01184,1.059019,0,0
5455,1.05857,0.015275,1.05857,0,0
5460,1.05796,0.013684,1.05796,0,0
5465,1.054021,0.010731,1.054021,0,0
5470,1.047414,0.010482,1.047414,0,0
5475,1.042513,0.011397,1.042513,0,0
5480,1.042664,0.011497,1.042664,0,0
5485,1.044128,0.010275,1.044128,0,0
5490,1.037018,0.013917,1.037018,0,0
5495,1.033671,0.007602,1.033671,0,0
5500,1.031497,0.00561,1.031497,0,0
5505,1.022962,0.005847,1.022962,0,0
5510,1.015458,0.006028,1.015458,0,0
5515,1.020975,0.005309,1.020975,0,0
5520,1.021036,0.001814,1.021036,0,0
5525,1.013966,0.004195,1.013966,0,0
5530,1.008259,0.003628,1.008259,0,0
5535,1.009308,0.009702,1.009308,0,0
5540,1.005198,0.01059,1.005198,0,0
5545,1.003282,0.007593,1.003282,0,0
5550,1.011062,0.005376,1.011062,0,0
5555,1.012813,0.005018,1.012813,0,0
5560,1.009363,0.01087,1.009363,0,0
5565,1.001138,0.013605,1.001138,0,0
5570,0.995758,0.008761,0.995758,0,0
5575,0.995112,0.002238,0.995112,0,0
5580,0.993655,0.001415,0.993655,0,0
5585,0.985399,0.005565,0.985399,0,0
5590,0.980309,0.006306,0.980309,0,0
5595,0.97151,0.009456,0.97151,0,0
5600,0.969788,0.005295,0.969788,0,0
5605,0.971245,0.01103,0.971245,0,0
5610,0.969932,0.012516,0.969932,0,0
5615,0.96135,0.006734,0.96135,0,0
5620,0.961391,0.00805,0.961391,0,0
5625,0.964294,0.006761,0.964294,0,0
5630,0.963931,0.006203,0.963931,0,0
5635,0.964918,0.001712,0.964918,0,0
5640,0.964163,0.003912,0.964163,0,0
5645,0.959639,0.002189,0.959639,0,0
5650,0.952994,0.005711,0.952994,0,0
5655,0.944186,0.006452,0.944186,0,0
5660,0.934322,0.012162,0.934322,0,0
5665,0.935654,0.008389,0.935654,0,0
5670,0.940013,0.004091,0.940013,0,0
5675,0.940889,0.00592,0.940889,0,0
5680,0.932962,0.006611,0.932962,0,0
5685,0.925541,0.011466,0.925541,0,0
5690,0.926619,0.023407,0.926619,0,0
5695,0.922722,0.021355,0.922722,0,0
5700,0.919115,0.010854,0.919115,0,0
5705,0.918732,0.005213,0.918732,0,0
5710,0.922994,0.013747,0.922994,0,0
5715,0.927025,0.01673,0.927025,0,0
5720,0.923747,0.017509,0.923747,0,0
5725,0.920432,0.010754,0.920432,0,0
5730,0.916399,0.003657,0.916399,0,0
5735,0.912506,0.001337,0.912506,0,0
5740,0.907463,0.002019,0.907463,0,0
5745,0.901393,0.004609,0.901393,0,0
5750,0.896856,0.007141,0.896856,0,0
5755,0.896227,0.005422,0.896227,0,0
5760,0.902244,0.008744,0.902244,0,0
5765,0.899645,0.010067,0.899645,0,0
5770,0.891126,0.00764,0.891126,0,0
5775,0.883296,0.008462,0.883296,0,0
5780,0.874814,0.008612,0.874814,0,0
5785,0.875782,0.009073,0.875782,0,0
5790,0.87635,0.009691,0.87635,0,0
5795,0.868799,0.010403,0.868799,0,0
5800,0.867793,0.012496,0.867793,0,0
5805,0.871261,0.019521,0.871261,0,0
5810,0.868453,0.020096,0.868453,0,0
5815,0.866922,0.015272,0.866922,0,0
5820,0.870531,0.009353,0.870531,0,0
5825,0.874054,0.003319,0.874054,0,0
5830,0.877312,0.003763,0.877312,0,0
5835,0.873676,0.001712,0.873676,0,0
5840,0.868309,0.003839,0.868309,0,0
5845,0.863822,0.005642,0.863822,0,0
5850,0.863795,0.007626,0.863795,0,0
5855,0.860255,0.003049,0.860255,0,0
5860,0.864186,0.005779,0.864186,0,0
5865,0.861657,0.006151,0.861657,0,0
5870,0.855994,0.004427,0.855994,0,0
5875,0.849204,0.006081,0.849204,0,0
5880,0.840569,0.011011,0.840569,0,0
5885,0.82301,0.012056,0.82301,0,0
5890,0.808472,0.023123,0.808472,0,0
5895,0.809661,0.018141,0.809661,0,0
5900,0.82773,0.024728,0.82773,0,0
5905,0.830761,0.020497,0.830761,0,0
5910,0.826676,0.015131,0.826676,0,0
5915,0.826644,0.015772,0.826644,0,0
5920,0.825769,0.017404,0.825769,0,0
5925,0.821208,0.01467,0.821208,0,0
5930,0.819709,0.013989,0.819709,0,0
5935,0.819495,0.014285,0.819495,0,0
5940,0.814234,0.011388,0.814234,0,0
5945,0.807174,0.013203,0.807174,0,0
5950,0.804822,0.013137,0.804822,0,0
5955,0.804437,0.015408,0.804437,0,0
5960,0.80284,0.014382,0.80284,0,0
5965,0.804999,0.013489,0.804999,0,0
5970,0.802897,0.010714,0.802897,0,0
5975,0.799626,0.009939,0.799626,0,0
5980,0.797863,0.014816,0.797863,0,0
5985,0.797071,0.018434,0.797071,0,0
5990,0.792456,0.014883,0.792456,0,0
5995,0.794637,0.013666,0.794637,0,0
6000,0.794601,0.011792,0.794601,0,0
6005,0.791093,0.007783,0.791093,0,0
6010,0.788428,0.00756,0.788428,0,0
6015,0.785948,0.012291,0.785948,0,0
6020,0.782421,0.016274,0.782421,0,0
6025,0.781103,0.015034,0.781103,0,0
6030,0.779333,0.012929,0.779333,0,0
6035,0.778514,0.010275,0.778514,0,0
6040,0.77516,0.008325,0.77516,0,0
6045,0.776237,0.006766,0.776237,0,0
6050,0.773777,0.006713,0.773777,0,0
6055,0.771288,0.007682,0.771288,0,0
6060,0.770566,0.007696,0.770566,0,0
6065,0.768194,0.007387,0.768194,0,0
6070,0.768426,0.009467,0.768426,0,0
6075,0.763557,0.008478,0.763557,0,0
6080,0.757481,0.01146,0.757481,0,0
6085,0.755058,0.011725,0.755058,0,0
6090,0.755177,0.010303,0.755177,0,0
6095,0.754559,0.010135,0.754559,0,0
6100,0.752717,0.010032,0.752717,0,0
6105,0.748703,0.011846,0.748703,0,0
6110,0.748352,0.015572,0.748352,0,0
6115,0.749442,0.011813,0.749442,0,0
6120,0.747081,0.007479,0.747081,0,0
6125,0.745749,0.009761,0.745749,0,0
6130,0.746761,0.010124,0.746761,0,0
6135,0.744312,0.007402,0.744312,0,0
6140,0.738706,0.006306,0.738706,0,0
6145,0.732324,0.007512,0.732324,0,0
6150,0.727165,0.010968,0.727165,0,0
6155,0.721943,0.011497,0.721943,0,0
6160,0.720105,0.010092,0.720105,0,0
6165,0.725232,0.009834,0.725232,0,0
6170,0.724474,0.008902,0.724474,0,0
6175,0.728876,0.012212,0.728876,0,0
6180,0.726868,0.009982,0.726868,0,0
6185,0.722772,0.008596,0.722772,0,0
6190,0.724229,0.007171,0.724229,0,0
6195,0.730074,0.014477,0.730074,0,0
6200,0.726416,0.012065,0.726416,0,0
6205,0.719998,0.008707,0.719998,0,0
6210,0.716323,0.009241,0.716323,0,0
6215,0.713357,0.009538,0.713357,0,0
6220,0.708544,0.01,0.708544,0,0
6225,0.704178,0.010885,0.704178,0,0
6230,0.701025,0.010589,0.701025,0,0
6235,0.700081,0.007642,0.700081,0,0
6240,0.698933,0.006638,0.698933,0,0
6245,0.698172,0.005025,0.698172,0,0
6250,0.698888,0.006226,0.698888,0,0
6255,0.701625,0.006858,0.701625,0,0
6260,0.700791,0.007265,0.700791,0,0
6265,0.694674,0.01032,0.694674,0,0
6270,0.687126,0.01114,0.687126,0,0
6275,0.676533,0.007131,0.676533,0,0
6280,0.665254,0.008514,0.665254,0,0
6285,0.674913,0.006632,0.674913,0,0
6290,0.680504,0.01015,0.680504,0,0
6295,0.680416,0.012977,0.680416,0,0
6300,0.676011,0.009837,0.676011,0,0
6305,0.673755,0.008449,0.673755,0,0
6310,0.672402,0.00856,0.672402,0,0
6315,0.669672,0.009381,0.669672,0,0
6320,0.671742,0.009085,0.671742,0,0
6325,0.675309,0.008645,0.675309,0,0
6330,0.672874,0.00896,0.672874,0,0
6335,0.671399,0.007569,0.671399,0,0
6340,0.669285,0.008282,0.669285,0,0
6345,0.662524,0.006643,0.662524,0,0
6350,0.66075,0.0086,0.66075,0,0
6355,0.665366,0.009752,0.665366,0,0
6360,0.666667,0.008795,0.666667,0,0
6365,0.664504,0.007319,0.664504,0,0
6370,0.659935,0.00704,0.659935,0,0
6375,0.660673,0.007555,0.660673,0,0
6380,0.661222,0.008149,0.661222,0,0
6385,0.657684,0.010193,0.657684,0,0
6390,0.654948,0.012941,0.654948,0,0
6395,0.655631,0.011834,0.655631,0,0
6400,0.656793,0.008325,0.656793,0,0
6405,0.654182,0.008387,0.654182,0,0
6410,0.650239,0.008211,0.650239,0,0
6415,0.648577,0.006546,0.648577,0,0
6420,0.646361,0.008134,0.646361,0,0
6425,0.648377,0.00816,0.648377,0,0
6430,0.646862,0.007424,0.646862,0,0
6435,0.647049,0.00701,0.647049,0,0
6440,0.647712,0.008838,0.647712,0,0
6445,0.641928,0.00865,0.641928,0,0
6450,0.637801,0.006992,0.637801,0,0
6455,0.633519,0.006195,0.633519,0,0
6460,0.632811,0.004621,0.632811,0,0
6465,0.63375,0.007813,0.63375,0,0
6470,0.631497,0.008041,0.631497,0,0
6475,0.6264,0.00952,0.6264,0,0
6480,0.623332,0.009421,0.623332,0,0
6485,0.62346,0.008156,0.62346,0,0
6490,0.618315,0.00648,0.618315,0,0
6495,0.613227,0.007121,0.613227,0,0
6500,0.61724,0.007498,0.61724,0,0
6505,0.618455,0.009678,0.618455,0,0
6510,0.612423,0.007428,0.612423,0,0
6515,0.604327,0.006543,0.604327,0,0
6520,0.599741,0.00728,0.599741,0,0
6525,0.593783,0.009646,0.593783,0,0
6530,0.585786,0.011032,0.585786,0,0
6535,0.577994,0.007452,0.577994,0,0
6540,0.559423,0.007081,0.559423,0,0
6545,0.530566,0.007682,0.530566,0,0
6550,0.49482,0.007721,0.49482,0,0
6555,0.445639,0.003894,0.445639,0,0
6560,0.387141,0.01732,0.387141,0,0
6565,0.383494,0.02114,0.383494,0,0
6570,0.440645,0.01379,0.440645,0,0
6575,0.490634,0.013513,0.490634,0,0
6580,0.526743,0.009544,0.526743,0,0
6585,0.55045,0.008271,0.55045,0,0
6590,0.567959,0.006912,0.567959,0,0
6595,0.576827,0.006235,0.576827,0,0
6600,0.58157,0.00521,0.58157,0,0
6605,0.582938,0.00595,0.582938,0,0
6610,0.585495,0.005258,0.585495,0,0
6615,0.589771,0.004784,0.589771,0,0
6620,0.588803,0.005632,0.588803,0,0
6625,0.590842,0.005565,0.590842,0,0
6630,0.588545,0.005369,0.588545,0,0
6635,0.586986,0.005783,0.586986,0,0
6640,0.588796,0.004713,0.588796,0,0
6645,0.587881,0.005151,0.587881,0,0
6650,0.586622,0.006326,0.586622,0,0
6655,0.583577,0.008256,0.583577,0,0
6660,0.582297,0.007809,0.582297,0,0
6665,0.577257,0.012349,0.577257,0,0
6670,0.57684,0.010804,0.57684,0,0
6675,0.574182,0.012133,0.574182,0,0
6680,0.57501,0.009521,0.57501,0,0
6685,0.577058,0.006354,0.577058,0,0
6690,0.577292,0.006022,0.577292,0,0
6695,0.576001,0.005692,0.576001,0,0
6700,0.572869,0.005661,0.572869,0,0
6705,0.572201,0.004495,0.572201,0,0
6710,0.569137,0.003623,0.569137,0,0
6715,0.565666,0.005438,0.565666,0,0
6720,0.566061,0.005011,0.566061,0,0
6725,0.567662,0.005292,0.567662,0,0
6730,0.563994,0.00936,0.563994,0,0
6735,0.562363,0.007317,0.562363,0,0
6740,0.559562,0.005588,0.559562,0,0
6745,0.559246,0.002123,0.559246,0,0
6750,0.558876,0.001571,0.558876,0,0
6755,0.557265,0.00496,0.557265,0,0
6760,0.556734,0.0077,0.556734,0,0
6765,0.555203,0.008173,0.555203,0,0
6770,0.5536,0.005386,0.5536,0,0
6775,0.552449,0.003078,0.552449,0,0
6780,0.552745,0.001853,0.552745,0,0
6785,0.550434,0.005458,0.550434,0,0
6790,0.552717,0.006608,0.552717,0,0
6795,0.553126,0.007467,0.553126,0,0
6800,0.551552,0.007605,0.551552,0,0
6805,0.551454,0.007534,0.551454,0,0
6810,0.549133,0.007672,0.549133,0,0
6815,0.54874,0.008162,0.54874,0,0
6820,0.547746,0.009087,0.547746,0,0
6825,0.544781,0.009183,0.544781,0,0
6830,0.542914,0.006031,0.542914,0,0
6835,0.541328,0.002766,0.541328,0,0
6840,0.539912,0.000946,0.539912,0,0
6845,0.540229,0.002516,0.540229,0,0
6850,0.542038,0.005689,0.542038,0,0
6855,0.543049,0.008008,0.543049,0,0
6860,0.541932,0.007988,0.541932,0,0
6865,0.539451,0.006471,0.539451,0,0
6870,0.537691,0.005752,0.537691,0,0
6875,0.537832,0.007109,0.537832,0,0
6880,0.538934,0.009521,0.538934,0,0
6885,0.538634,0.010396,0.538634,0,0
6890,0.5351,0.007728,0.5351,0,0
6895,0.52877,0.002001,0.52877,0,0
6900,0.522335,0.003852,0.522335,0,0
6905,0.518858,0.006452,0.518858,0,0
6910,0.519544,0.004499,0.519544,0,0
6915,0.522964,0.0005,0.522964,0,0
6920,0.526103,0.005095,0.526103,0,0
6925,0.526447,0.006675,0.526447,0,0
6930,0.523623,0.004784,0.523623,0,0
6935,0.519398,0.001364,0.519398,0,0
6940,0.516242,0.000887,0.516242,0,0
6945,0.515648,0.000267,0.515648,0,0
6950,0.517246,0.002614,0.517246,0,0
6955,0.519189,0.005956,0.519189,0,0
6960,0.519594,0.007602,0.519594,0,0
6965,0.517884,0.00692,0.517884,0,0
6970,0.514923,0.004968,0.514923,0,0
6975,0.512839,0.004605,0.512839,0,0
6980,0.511897,0.004899,0.511897,0,0
6985,0.512649,0.007909,0.512649,0,0
6990,0.509168,0.0077,0.509168,0,0
6995,0.508755,0.00851,0.508755,0,0
7000,0.507389,0.009583,0.507389,0,0
7005,0.504241,0.0076,0.504241,0,0
7010,0.503905,0.006171,0.503905,0,0
7015,0.501765,0.006084,0.501765,0,0
7020,0.499839,0.008683,0.499839,0,0
7025,0.497949,0.010016,0.497949,0,0
7030,0.499422,0.005428,0.499422,0,0
7035,0.498656,0.00276,0.498656,0,0
7040,0.495765,0.004405,0.495765,0,0
7045,0.496395,0.004678,0.496395,0,0
7050,0.499189,0.008451,0.499189,0,0
7055,0.499314,0.009391,0.499314,0,0
7060,0.499049,0.009612,0.499049,0,0
7065,0.498177,0.009774,0.498177,0,0
7070,0.497152,0.007658,0.497152,0,0
7075,0.494278,0.005844,0.494278,0,0
7080,0.493516,0.007475,0.493516,0,0
7085,0.493479,0.008149,0.493479,0,0
7090,0.492319,0.009113,0.492319,0,0
7095,0.491148,0.008022,0.491148,0,0
7100,0.489862,0.009186,0.489862,0,0
7105,0.486858,0.00675,0.486858,0,0
7110,0.483619,0.008648,0.483619,0,0
7115,0.481052,0.007538,0.481052,0,0
7120,0.481716,0.008296,0.481716,0,0
7125,0.484591,0.013745,0.484591,0,0
7130,0.48084,0.008527,0.48084,0,0
7135,0.481651,0.011332,0.481651,0,0
7140,0.484793,0.010868,0.484793,0,0
7145,0.481697,0.005025,0.481697,0,0
7150,0.481246,0.005364,0.481246,0,0
7155,0.486243,0.010695,0.486243,0,0
7160,0.484457,0.010153,0.484457,0,0
7165,0.479726,0.006855,0.479726,0,0
7170,0.468617,0.006735,0.468617,0,0
7175,0.460054,0.009598,0.460054,0,0
7180,0.454525,0.010923,0.454525,0,0
7185,0.445861,0.013322,0.445861,0,0
7190,0.446275,0.006586,0.446275,0,0
7195,0.445152,0.003167,0.445152,0,0
7200,0.441943,0.002226,0.441943,0,0
7205,0.440879,0.002366,0.440879,0,0
7210,0.458005,0.015087,0.458005,0,0
7215,0.469662,0.019755,0.469662,0,0
7220,0.472794,0.018616,0.472794,0,0
7225,0.468631,0.011872,0.468631,0,0
7230,0.460114,0.006205,0.460114,0,0
7235,0.450098,0.007311,0.450098,0,0
7240,0.450005,0.011084,0.450005,0,0
7245,0.445188,0.009967,0.445188,0,0
7250,0.443737,0.004302,0.443737,0,0
7255,0.44316,0.001565,0.44316,0,0
7260,0.450329,0.00419,0.450329,0,0
7265,0.453331,0.010802,0.453331,0,0
7270,0.455126,0.015423,0.455126,0,0
7275,0.445824,0.009047,0.445824,0,0
7280,0.442898,0.009602,0.442898,0,0
7285,0.448625,0.015358,0.448625,0,0
7290,0.441254,0.008348,0.441254,0,0
7295,0.442551,0.00545,0.442551,0,0
7300,0.443547,0.00211,0.443547,0,0
7305,0.444674,0.007396,0.444674,0,0
7310,0.442466,0.004978,0.442466,0,0
7315,0.442171,0.008801,0.442171,0,0
7320,0.440274,0.008088,0.440274,0,0
7325,0.440797,0.005497,0.440797,0,0
7330,0.438235,0.002351,0.438235,0,0
7335,0.440354,0.000802,0.440354,0,0
7340,0.439209,0.002631,0.439209,0,0
7345,0.437955,0.004513,0.437955,0,0
7350,0.436961,0.006597,0.436961,0,0
7355,0.436011,0.005956,0.436011,0,0
7360,0.434783,0.006356,0.434783,0,0
7365,0.434848,0.008501,0.434848,0,0
7370,0.432394,0.005881,0.432394,0,0
7375,0.432349,0.006107,0.432349,0,0
7380,0.433036,0.006698,0.433036,0,0
7385,0.433852,0.008411,0.433852,0,0
7390,0.435932,0.010862,0.435932,0,0
7395,0.433486,0.007749,0.433486,0,0
7400,0.432015,0.006272,0.432015,0,0
7405,0.428357,0.005589,0.428357,0,0
7410,0.42412,0.007434,0.42412,0,0
7415,0.42657,0.007531,0.42657,0,0
7420,0.431545,0.010273,0.431545,0,0
7425,0.428953,0.012007,0.428953,0,0
7430,0.429413,0.011445,0.429413,0,0
7435,0.427864,0.009395,0.427864,0,0
7440,0.424417,0.008103,0.424417,0,0
7445,0.420214,0.006797,0.420214,0,0
7450,0.417546,0.004895,0.417546,0,0
7455,0.415445,0.006821,0.415445,0,0
7460,0.412012,0.008368,0.412012,0,0
7465,0.411861,0.009898,0.411861,0,0
7470,0.412201,0.006327,0.412201,0,0
7475,0.415711,0.004808,0.415711,0,0
7480,0.418427,0.00692,0.418427,0,0
7485,0.419049,0.009199,0.419049,0,0
7490,0.416838,0.008648,0.416838,0,0
7495,0.412928,0.00575,0.412928,0,0
7500,0.410493,0.004646,0.410493,0,0
7505,0.408522,0.004697,0.408522,0,0
7510,0.408693,0.006398,0.408693,0,0
7515,0.41098,0.007803,0.41098,0,0
7520,0.412988,0.009401,0.412988,0,0
7525,0.412496,0.009171,0.412496,0,0
7530,0.410266,0.007945,0.410266,0,0
7535,0.407872,0.006934,0.407872,0,0
