lk,ukf_a0v,uks_a0v , fh,fl, fc
7540,0.407964,0.00697,0.407964,0,0
7545,0.408424,0.009023,0.408424,0,0
7550,0.408889,0.011601,0.408889,0,0
7555,0.407197,0.011059,0.407197,0,0
7560,0.403182,0.006433,0.403182,0,0
7565,0.398006,0.004786,0.398006,0,0
7570,0.396316,0.007541,0.396316,0,0
7575,0.399426,0.003145,0.399426,0,0
7580,0.408053,0.007295,0.408053,0,0
7585,0.416527,0.017567,0.416527,0,0
7590,0.418298,0.020496,0.418298,0,0
7595,0.410939,0.013425,0.410939,0,0
7600,0.398171,0.000423,0.398171,0,0
7605,0.387409,0.010372,0.387409,0,0
7610,0.384712,0.012338,0.384712,0,0
7615,0.390478,0.005034,0.390478,0,0
7620,0.399103,0.005404,0.399103,0,0
7625,0.403505,0.011217,0.403505,0,0
7630,0.400258,0.00865,0.400258,0,0
7635,0.391546,0.000134,0.391546,0,0
7640,0.383008,0.008269,0.383008,0,0
7645,0.379319,0.011319,0.379319,0,0
7650,0.38101,0.008478,0.38101,0,0
7655,0.385077,0.003032,0.385077,0,0
7660,0.38814,0.00131,0.38814,0,0
7665,0.388938,0.003173,0.388938,0,0
7670,0.388478,0.00366,0.388478,0,0
7675,0.388207,0.004352,0.388207,0,0
7680,0.388128,0.005254,0.388128,0,0
7685,0.386759,0.004743,0.386759,0,0
7690,0.383143,0.001769,0.383143,0,0
7695,0.37824,0.00261,0.37824,0,0
7700,0.374644,0.00556,0.374644,0,0
7705,0.374786,0.004417,0.374786,0,0
7710,0.378761,0.000946,0.378761,0,0
7715,0.384052,0.007704,0.384052,0,0
7720,0.387307,0.01227,0.387307,0,0
7725,0.379778,0.014654,0.379778,0,0
7730,0.378008,0.011138,0.378008,0,0
7735,0.375933,0.008471,0.375933,0,0
7740,0.374159,0.007425,0.374159,0,0
7745,0.374499,0.009099,0.374499,0,0
7750,0.377602,0.011511,0.377602,0,0
7755,0.379436,0.0146,0.379436,0,0
7760,0.378094,0.015231,0.378094,0,0
7765,0.373339,0.013998,0.373339,0,0
7770,0.361561,0.016363,0.361561,0,0
7775,0.354589,0.016879,0.354589,0,0
7780,0.36547,0.011188,0.36547,0,0
7785,0.372405,0.01322,0.372405,0,0
7790,0.375396,0.018305,0.375396,0,0
7795,0.377504,0.02094,0.377504,0,0
7800,0.375441,0.020927,0.375441,0,0
7805,0.372839,0.017285,0.372839,0,0
7810,0.369793,0.012432,0.369793,0,0
7815,0.366151,0.009663,0.366151,0,0
7820,0.365266,0.007562,0.365266,0,0
7825,0.36383,0.007739,0.36383,0,0
7830,0.362176,0.008762,0.362176,0,0
7835,0.362033,0.009201,0.362033,0,0
7840,0.363228,0.010015,0.363228,0,0
7845,0.364155,0.012453,0.364155,0,0
7850,0.365373,0.01367,0.365373,0,0
7855,0.366129,0.013315,0.366129,0,0
7860,0.362388,0.013201,0.362388,0,0
7865,0.360436,0.011143,0.360436,0,0
7870,0.358388,0.009792,0.358388,0,0
7875,0.356062,0.011122,0.356062,0,0
7880,0.356824,0.011302,0.356824,0,0
7885,0.356661,0.010877,0.356661,0,0
7890,0.356413,0.012035,0.356413,0,0
7895,0.352896,0.014126,0.352896,0,0
7900,0.352643,0.012657,0.352643,0,0
7905,0.353626,0.010661,0.353626,0,0
7910,0.352244,0.008594,0.352244,0,0
7915,0.348478,0.005196,0.348478,0,0
7920,0.345822,0.006462,0.345822,0,0
7925,0.344261,0.007836,0.344261,0,0
7930,0.34508,0.008044,0.34508,0,0
7935,0.346678,0.008136,0.346678,0,0
7940,0.346685,0.009798,0.346685,0,0
7945,0.343324,0.00713,0.343324,0,0
7950,0.339639,0.006701,0.339639,0,0
7955,0.336974,0.00832,0.336974,0,0
7960,0.3383,0.006695,0.3383,0,0
7965,0.34317,0.006313,0.34317,0,0
7970,0.347311,0.012398,0.347311,0,0
7975,0.349508,0.015264,0.349508,0,0
7980,0.347939,0.014111,0.347939,0,0
7985,0.345113,0.011711,0.345113,0,0
7990,0.344387,0.009424,0.344387,0,0
7995,0.344671,0.011813,0.344671,0,0
8000,0.345366,0.01715,0.345366,0,0
8005,0.345161,0.018487,0.345161,0,0
8010,0.343594,0.014824,0.343594,0,0
8015,0.339053,0.009467,0.339053,0,0
8020,0.334836,0.005234,0.334836,0,0
8025,0.333275,0.004749,0.333275,0,0
8030,0.334551,0.006668,0.334551,0,0
8035,0.337939,0.010658,0.337939,0,0
8040,0.339747,0.015048,0.339747,0,0
8045,0.339884,0.01733,0.339884,0,0
8050,0.339712,0.016026,0.339712,0,0
8055,0.338381,0.01346,0.338381,0,0
8060,0.335804,0.01084,0.335804,0,0
8065,0.333216,0.008465,0.333216,0,0
8070,0.330914,0.006803,0.330914,0,0
8075,0.329356,0.005341,0.329356,0,0
8080,0.328766,0.00541,0.328766,0,0
8085,0.328813,0.006981,0.328813,0,0
8090,0.328124,0.006714,0.328124,0,0
8095,0.327612,0.006289,0.327612,0,0
8100,0.328865,0.00302,0.328865,0,0
8105,0.327219,0.000669,0.327219,0,0
8110,0.324668,0.000095,0.324668,0,0
8115,0.322779,0.000189,0.322779,0,0
8120,0.321983,0.000433,0.321983,0,0
8125,0.321035,0.000714,0.321035,0,0
8130,0.319348,0.000882,0.319348,0,0
8135,0.315033,0.001317,0.315033,0,0
8140,0.3148,0.001074,0.3148,0,0
8145,0.311295,0.000134,0.311295,0,0
8150,0.308496,0.000708,0.308496,0,0
8155,0.306733,0.000366,0.306733,0,0
8160,0.304132,0.001903,0.304132,0,0
8165,0.300884,0.00567,0.300884,0,0
8170,0.302679,0.005037,0.302679,0,0
8175,0.305764,0.002686,0.305764,0,0
8180,0.301219,0.006875,0.301219,0,0
8185,0.302806,0.002226,0.302806,0,0
8190,0.300273,0.001406,0.300273,0,0
8195,0.299333,0.000299,0.299333,0,0
8200,0.300343,0.000134,0.300343,0,0
8205,0.304406,0.001364,0.304406,0,0
8210,0.307521,0.001027,0.307521,0,0
8215,0.306808,0.002069,0.306808,0,0
8220,0.305509,0.003424,0.305509,0,0
8225,0.300199,0.007241,0.300199,0,0
8230,0.289992,0.015818,0.289992,0,0
8235,0.294647,0.008692,0.294647,0,0
8240,0.300845,0.000897,0.300845,0,0
8245,0.300965,0.000613,0.300965,0,0
8250,0.303298,0.001525,0.303298,0,0
8255,0.301641,0.000955,0.301641,0,0
8260,0.300903,0.002377,0.300903,0,0
8265,0.301967,0.001562,0.301967,0,0
8270,0.303442,0.000095,0.303442,0,0
8275,0.298171,0.005083,0.298171,0,0
8280,0.297393,0.005072,0.297393,0,0
8285,0.297413,0.004223,0.297413,0,0
8290,0.297336,0.003751,0.297336,0,0
8295,0.297581,0.00317,0.297581,0,0
8300,0.296521,0.004091,0.296521,0,0
8305,0.296769,0.003486,0.296769,0,0
8310,0.297919,0.001764,0.297919,0,0
8315,0.2974,0.001744,0.2974,0,0
8320,0.296959,0.001654,0.296959,0,0
8325,0.29486,0.003461,0.29486,0,0
8330,0.296591,0.001078,0.296591,0,0
8335,0.295422,0.00187,0.295422,0,0
8340,0.294681,0.002197,0.294681,0,0
8345,0.296301,0,0.296301,0,0
8350,0.294597,0.001357,0.294597,0,0
8355,0.2957,0.000267,0.2957,0,0
8360,0.294467,0.000714,0.294467,0,0
8365,0.2946,0.000164,0.2946,0,0
8370,0.293966,0.000341,0.293966,0,0
8375,0.293728,0,0.293728,0,0
8380,0.293804,0.000567,0.293804,0,0
8385,0.29331,0.000535,0.29331,0,0
8390,0.292417,0,0.292417,0,0
8395,0.291851,0,0.291851,0,0
8400,0.291566,0.000211,0.291566,0,0
8405,0.290385,0.003011,0.290385,0,0
8410,0.287584,0.002689,0.287584,0,0
8415,0.288367,0.001621,0.288367,0,0
8420,0.288147,0.001074,0.288147,0,0
8425,0.28967,0.000134,0.28967,0,0
8430,0.289839,0.001434,0.289839,0,0
8435,0.289507,0.00225,0.289507,0,0
8440,0.283611,0.00137,0.283611,0,0
8445,0.276913,0.003567,0.276913,0,0
8450,0.281159,0.00115,0.281159,0,0
8455,0.285944,0.001846,0.285944,0,0
8460,0.284416,0.002528,0.284416,0,0
8465,0.282008,0.003741,0.282008,0,0
8470,0.280488,0.002837,0.280488,0,0
8475,0.284115,0.004158,0.284115,0,0
8480,0.28568,0.002462,0.28568,0,0
8485,0.286778,0.002464,0.286778,0,0
8490,0.285189,0.00522,0.285189,0,0
8495,0.274475,0.007767,0.274475,0,0
8500,0.270005,0.010408,0.270005,0,0
8505,0.273692,0.006066,0.273692,0,0
8510,0.279309,0.005601,0.279309,0,0
8515,0.283168,0.004216,0.283168,0,0
8520,0.285962,0.004473,0.285962,0,0
8525,0.285925,0.004861,0.285925,0,0
8530,0.282583,0.004336,0.282583,0,0
8535,0.273948,0.008271,0.273948,0,0
8540,0.258127,0.014425,0.258127,0,0
8545,0.253735,0.011424,0.253735,0,0
8550,0.265971,0.007304,0.265971,0,0
8555,0.275018,0.00527,0.275018,0,0
8560,0.283288,0.007356,0.283288,0,0
8565,0.285008,0.005539,0.285008,0,0
8570,0.286087,0.005349,0.286087,0,0
8575,0.284799,0.006613,0.284799,0,0
8580,0.280766,0.004742,0.280766,0,0
8585,0.274829,0.006759,0.274829,0,0
8590,0.264067,0.007881,0.264067,0,0
8595,0.252793,0.010414,0.252793,0,0
8600,0.250306,0.008047,0.250306,0,0
8605,0.259279,0.00568,0.259279,0,0
8610,0.271181,0.005716,0.271181,0,0
8615,0.279498,0.005787,0.279498,0,0
8620,0.284287,0.005972,0.284287,0,0
8625,0.287573,0.007981,0.287573,0,0
8630,0.286856,0.006825,0.286856,0,0
8635,0.286338,0.007975,0.286338,0,0
8640,0.281676,0.006767,0.281676,0,0
8645,0.277804,0.009314,0.277804,0,0
8650,0.269458,0.007434,0.269458,0,0
8655,0.256682,0.009268,0.256682,0,0
8660,0.237084,0.013646,0.237084,0,0
8665,0.228316,0.01157,0.228316,0,0
8670,0.239257,0.005616,0.239257,0,0
8675,0.254298,0.004938,0.254298,0,0
8680,0.262843,0.006643,0.262843,0,0
8685,0.270235,0.008275,0.270235,0,0
8690,0.277516,0.009217,0.277516,0,0
8695,0.282539,0.010062,0.282539,0,0
8700,0.284073,0.009333,0.284073,0,0
8705,0.284174,0.009272,0.284174,0,0
8710,0.277839,0.017376,0.277839,0,0
8715,0.283596,0.010783,0.283596,0,0
8720,0.280767,0.010312,0.280767,0,0
8725,0.275808,0.009123,0.275808,0,0
8730,0.269673,0.009216,0.269673,0,0
8735,0.259512,0.008183,0.259512,0,0
8740,0.246847,0.008709,0.246847,0,0
8745,0.229009,0.009804,0.229009,0,0
8750,0.218496,0.009782,0.218496,0,0
8755,0.226373,0.004265,0.226373,0,0
8760,0.243132,0.000334,0.243132,0,0
8765,0.257532,0.000872,0.257532,0,0
8770,0.266325,0.003359,0.266325,0,0
8775,0.273084,0.004605,0.273084,0,0
8780,0.279191,0.007595,0.279191,0,0
8785,0.274604,0.017694,0.274604,0,0
8790,0.274939,0.018281,0.274939,0,0
8795,0.275659,0.017847,0.275659,0,0
8800,0.277358,0.01994,0.277358,0,0
8805,0.275689,0.020129,0.275689,0,0
8810,0.283718,0.011585,0.283718,0,0
8815,0.276312,0.016488,0.276312,0,0
8820,0.275647,0.01651,0.275647,0,0
8825,0.281248,0.004844,0.281248,0,0
8830,0.277759,0.004838,0.277759,0,0
8835,0.271701,0.006502,0.271701,0,0
8840,0.263536,0.006642,0.263536,0,0
8845,0.247639,0.013127,0.247639,0,0
8850,0.241965,0.006277,0.241965,0,0
8855,0.223806,0.007287,0.223806,0,0
8860,0.206907,0.008062,0.206907,0,0
8865,0.20549,0.002405,0.20549,0,0
8870,0.222924,0.000067,0.222924,0,0
8875,0.238259,0.001293,0.238259,0,0
8880,0.24927,0,0.24927,0,0
8885,0.261231,0.000354,0.261231,0,0
8890,0.267794,0.00394,0.267794,0,0
8895,0.265412,0.013931,0.265412,0,0
8900,0.267435,0.010903,0.267435,0,0
8905,0.271045,0.011012,0.271045,0,0
8910,0.271142,0.013504,0.271142,0,0
8915,0.273528,0.01153,0.273528,0,0
8920,0.280429,0.004172,0.280429,0,0
8925,0.272948,0.013395,0.272948,0,0
8930,0.280552,0.004647,0.280552,0,0
8935,0.280161,0.005438,0.280161,0,0
8940,0.280712,0.00849,0.280712,0,0
8945,0.277902,0.009303,0.277902,0,0
8950,0.273739,0.010109,0.273739,0,0
8955,0.269398,0.012181,0.269398,0,0
8960,0.26516,0.015814,0.26516,0,0
8965,0.258277,0.017793,0.258277,0,0
8970,0.249648,0.018133,0.249648,0,0
8975,0.245873,0.022898,0.245873,0,0
8980,0.241439,0.024889,0.241439,0,0
8985,0.234129,0.020796,0.234129,0,0
8990,0.223623,0.010522,0.223623,0,0
8995,0.221977,0.007807,0.221977,0,0
9000,0.220272,0.003418,0.220272,0,0
9005,0.21439,0.006671,0.21439,0,0
9010,0.209945,0.016039,0.209945,0,0
9015,0.207717,0.023607,0.207717,0,0
9020,0.21145,0.025055,0.21145,0,0
9025,0.223343,0.017747,0.223343,0,0
9030,0.234445,0.011252,0.234445,0,0
9035,0.245005,0.005055,0.245005,0,0
9040,0.252999,0.001135,0.252999,0,0
9045,0.257445,0.000314,0.257445,0,0
9050,0.26284,0.002579,0.26284,0,0
9055,0.262899,0.000936,0.262899,0,0
9060,0.262518,0.000378,0.262518,0,0
9065,0.259665,0.001244,0.259665,0,0
9070,0.257987,0.000634,0.257987,0,0
9075,0.255984,0.000299,0.255984,0,0
9080,0.254676,0,0.254676,0,0
9085,0.253862,0.00072,0.253862,0,0
9090,0.251839,0.003979,0.251839,0,0
9095,0.253264,0.004293,0.253264,0,0
9100,0.257221,0.002232,0.257221,0,0
9105,0.257053,0.004649,0.257053,0,0
9110,0.261065,0.001947,0.261065,0,0
9115,0.264041,0.000648,0.264041,0,0
9120,0.26118,0.001605,0.26118,0,0
9125,0.263225,0.003336,0.263225,0,0
9130,0.257342,0.000867,0.257342,0,0
9135,0.252475,0,0.252475,0,0
9140,0.251696,0.003444,0.251696,0,0
9145,0.253235,0.008484,0.253235,0,0
9150,0.250387,0.007567,0.250387,0,0
9155,0.242576,0.000116,0.242576,0,0
9160,0.245816,0.002913,0.245816,0,0
9165,0.250651,0.006324,0.250651,0,0
9170,0.25314,0.00699,0.25314,0,0
9175,0.247046,0.0005,0.247046,0,0
9180,0.248596,0.003072,0.248596,0,0
9185,0.247441,0.00727,0.247441,0,0
9190,0.240678,0.007804,0.240678,0,0
9195,0.23469,0.010046,0.23469,0,0
9200,0.229126,0.011985,0.229126,0,0
9205,0.224443,0.012824,0.224443,0,0
9210,0.215025,0.006402,0.215025,0,0
9215,0.207318,0.000067,0.207318,0,0
9220,0.201475,0.00561,0.201475,0,0
9225,0.194374,0.013825,0.194374,0,0
9230,0.190973,0.018814,0.190973,0,0
9235,0.19635,0.014714,0.19635,0,0
9240,0.204166,0.008168,0.204166,0,0
9245,0.211056,0.002711,0.211056,0,0
9250,0.219031,0.003407,0.219031,0,0
9255,0.225638,0.006896,0.225638,0,0
9260,0.228475,0.004517,0.228475,0,0
9265,0.234508,0.003715,0.234508,0,0
9270,0.244772,0.007084,0.244772,0,0
9275,0.249925,0.006269,0.249925,0,0
9280,0.248717,0.001774,0.248717,0,0
9285,0.249623,0.0042,0.249623,0,0
9290,0.248748,0.008343,0.248748,0,0
9295,0.243251,0.009599,0.243251,0,0
9300,0.236909,0.01061,0.236909,0,0
9305,0.232304,0.012828,0.232304,0,0
9310,0.227318,0.013032,0.227318,0,0
9315,0.22101,0.009408,0.22101,0,0
9320,0.21682,0.004942,0.21682,0,0
9325,0.216727,0.00144,0.216727,0,0
9330,0.221338,0.000877,0.221338,0,0
9335,0.220802,0.005793,0.220802,0,0
9340,0.219328,0.012234,0.219328,0,0
9345,0.213393,0.021072,0.213393,0,0
9350,0.227356,0.0064,0.227356,0,0
9355,0.222999,0.011374,0.222999,0,0
9360,0.224611,0.010665,0.224611,0,0
9365,0.234577,0.002526,0.234577,0,0
9370,0.22768,0.013756,0.22768,0,0
9375,0.235085,0.008976,0.235085,0,0
9380,0.234429,0.011436,0.234429,0,0
9385,0.23873,0.005919,0.23873,0,0
9390,0.24948,0.009028,0.24948,0,0
9395,0.254038,0.019089,0.254038,0,0
9400,0.248912,0.019976,0.248912,0,0
9405,0.242781,0.020671,0.242781,0,0
9410,0.238835,0.023923,0.238835,0,0
9415,0.232737,0.024179,0.232737,0,0
9420,0.228388,0.02491,0.228388,0,0
9425,0.22276,0.022132,0.22276,0,0
9430,0.210919,0.010323,0.210919,0,0
9435,0.218602,0.01769,0.218602,0,0
9440,0.20787,0.002693,0.20787,0,0
9445,0.21179,0.001843,0.21179,0,0
9450,0.225157,0.010816,0.225157,0,0
9455,0.221661,0.00244,0.221661,0,0
9460,0.217307,0.004099,0.217307,0,0
9465,0.22182,0.002915,0.22182,0,0
9470,0.223775,0.009696,0.223775,0,0
9475,0.221596,0.012656,0.221596,0,0
9480,0.214485,0.009067,0.214485,0,0
9485,0.212963,0.009174,0.212963,0,0
9490,0.218806,0.015959,0.218806,0,0
9495,0.214117,0.011432,0.214117,0,0
9500,0.20499,0.003888,0.20499,0,0
9505,0.205921,0.010285,0.205921,0,0
9510,0.210033,0.02203,0.210033,0,0
9515,0.205195,0.024237,0.205195,0,0
9520,0.188097,0.011688,0.188097,0,0
9525,0.180081,0.006509,0.180081,0,0
9530,0.177512,0.004857,0.177512,0,0
9535,0.179283,0.006001,0.179283,0,0
9540,0.172703,0.003479,0.172703,0,0
9545,0.164942,0.015278,0.164942,0,0
9550,0.168364,0.015537,0.168364,0,0
9555,0.175767,0.011863,0.175767,0,0
9560,0.179106,0.012788,0.179106,0,0
9565,0.190175,0.00512,0.190175,0,0
9570,0.196482,0.002305,0.196482,0,0
9575,0.205022,0.003544,0.205022,0,0
9580,0.209433,0.005684,0.209433,0,0
9585,0.20944,0.003969,0.20944,0,0
9590,0.21017,0.003869,0.21017,0,0
9595,0.20354,0.003687,0.20354,0,0
9600,0.213078,0.006859,0.213078,0,0
9605,0.211576,0.005479,0.211576,0,0
9610,0.211642,0.005753,0.211642,0,0
9615,0.212166,0.006223,0.212166,0,0
9620,0.207939,0.000946,0.207939,0,0
9625,0.208837,0.000602,0.208837,0,0
9630,0.212405,0.002823,0.212405,0,0
9635,0.213805,0.002712,0.213805,0,0
9640,0.213752,0.001468,0.213752,0,0
9645,0.21212,0.000765,0.21212,0,0
9650,0.214383,0.001774,0.214383,0,0
9655,0.21496,0.002592,0.21496,0,0
9660,0.210843,0.001976,0.210843,0,0
9665,0.210143,0.003241,0.210143,0,0
9670,0.211318,0.002386,0.211318,0,0
9675,0.216211,0.003291,0.216211,0,0
9680,0.212783,0.001286,0.212783,0,0
9685,0.215762,0.008068,0.215762,0,0
9690,0.214026,0.010396,0.214026,0,0
9695,0.21189,0.011595,0.21189,0,0
9700,0.210853,0.0119,0.210853,0,0
9705,0.209639,0.009037,0.209639,0,0
9710,0.21173,0.008059,0.21173,0,0
9715,0.213149,0.006374,0.213149,0,0
9720,0.210439,0.001961,0.210439,0,0
9725,0.207201,0.000067,0.207201,0,0
9730,0.202945,0.001504,0.202945,0,0
9735,0.204475,0.003271,0.204475,0,0
9740,0.203321,0.003134,0.203321,0,0
9745,0.20523,0.003128,0.20523,0,0
9750,0.20523,0.001047,0.20523,0,0
9755,0.209753,0.000609,0.209753,0,0
9760,0.211071,0.002277,0.211071,0,0
9765,0.207982,0.006148,0.207982,0,0
9770,0.21129,0.001194,0.21129,0,0
9775,0.21149,0.000848,0.21149,0,0
9780,0.207655,0.002353,0.207655,0,0
9785,0.208044,0.002678,0.208044,0,0
9790,0.20589,0.006872,0.20589,0,0
9795,0.206898,0.007619,0.206898,0,0
9800,0.208006,0.007209,0.208006,0,0
9805,0.212538,0.001284,0.212538,0,0
9810,0.211901,0,0.211901,0,0
9815,0.206509,0.003761,0.206509,0,0
9820,0.206125,0.003081,0.206125,0,0
9825,0.205469,0.004389,0.205469,0,0
9830,0.208315,0.002948,0.208315,0,0
9835,0.202143,0.011538,0.202143,0,0
9840,0.209274,0.004778,0.209274,0,0
9845,0.210149,0.003433,0.210149,0,0
9850,0.20665,0.005869,0.20665,0,0
9855,0.204388,0.006642,0.204388,0,0
9860,0.20398,0.00578,0.20398,0,0
9865,0.203672,0.005673,0.203672,0,0
9870,0.207104,0.001889,0.207104,0,0
9875,0.207786,0.000867,0.207786,0,0
9880,0.203337,0.004525,0.203337,0,0
9885,0.200196,0.005403,0.200196,0,0
9890,0.199245,0.003137,0.199245,0,0
9895,0.198569,0.000688,0.198569,0,0
9900,0.199893,0.002966,0.199893,0,0
9905,0.193942,0.002949,0.193942,0,0
9910,0.19448,0.002973,0.19448,0,0
9915,0.199013,0.000794,0.199013,0,0
9920,0.196895,0.002674,0.196895,0,0
9925,0.199583,0.000291,0.199583,0,0
9930,0.200535,0.001053,0.200535,0,0
9935,0.199916,0.001673,0.199916,0,0
9940,0.199683,0.003878,0.199683,0,0
9945,0.192748,0.000134,0.192748,0,0
9950,0.188488,0.000895,0.188488,0,0
9955,0.185139,0.001373,0.185139,0,0
9960,0.188144,0.003372,0.188144,0,0
9965,0.184994,0.000974,0.184994,0,0
9970,0.18761,0.000407,0.18761,0,0
9975,0.189416,0.000765,0.189416,0,0
9980,0.186516,0.004972,0.186516,0,0
9985,0.191154,0.001401,0.191154,0,0
9990,0.182692,0.004609,0.182692,0,0
9995,0.182245,0.000575,0.182245,0,0
10000,0.178647,0.000575,0.178647,0,0
10005,0.17732,0.004182,0.17732,0,0
10010,0.17004,0.001052,0.17004,0,0
10015,0.166144,0.001328,0.166144,0,0
10020,0.159202,0.00212,0.159202,0,0
10025,0.161064,0.003534,0.161064,0,0
10030,0.154773,0.00072,0.154773,0,0
10035,0.155553,0.001283,0.155553,0,0
10040,0.148779,0.006979,0.148779,0,0
10045,0.14459,0.014667,0.14459,0,0
10050,0.145691,0.018116,0.145691,0,0
10055,0.153829,0.014464,0.153829,0,0
10060,0.150342,0.023208,0.150342,0,0
10065,0.157244,0.019471,0.157244,0,0
10070,0.164504,0.014205,0.164504,0,0
10075,0.168632,0.011382,0.168632,0,0
10080,0.16971,0.011063,0.16971,0,0
10085,0.171018,0.009827,0.171018,0,0
10090,0.175074,0.00519,0.175074,0,0
10095,0.17414,0.005932,0.17414,0,0
10100,0.176636,0.003129,0.176636,0,0
10105,0.181357,0.001705,0.181357,0,0
10110,0.180568,0.000321,0.180568,0,0
10115,0.179481,0.001253,0.179481,0,0
10120,0.179657,0.000964,0.179657,0,0
10125,0.176616,0.003537,0.176616,0,0
10130,0.180016,0.001247,0.180016,0,0
10135,0.174641,0.003785,0.174641,0,0
10140,0.177958,0,0.177958,0,0
10145,0.17873,0,0.17873,0,0
10150,0.179911,0,0.179911,0,0
10155,0.180808,0,0.180808,0,0
10160,0.180727,0,0.180727,0,0
10165,0.17923,0,0.17923,0,0
10170,0.176907,0,0.176907,0,0
10175,0.174602,0,0.174602,0,0
10180,0.17316,0,0.17316,0,0
10185,0.17318,0,0.17318,0,0
10190,0.174281,0,0.174281,0,0
10195,0.175837,0,0.175837,0,0
10200,0.177221,0,0.177221,0,0
10205,0.177931,0,0.177931,0,0
10210,0.177964,0,0.177964,0,0
10215,0.177442,0,0.177442,0,0
10220,0.176487,0,0.176487,0,0
10225,0.175265,0,0.175265,0,0
10230,0.174121,0,0.174121,0,0
10235,0.173444,0,0.173444,0,0
10240,0.173625,0,0.173625,0,0
10245,0.174867,0,0.174867,0,0
10250,0.176621,0,0.176621,0,0
10255,0.178155,0,0.178155,0,0
10260,0.178735,0,0.178735,0,0
10265,0.177859,0,0.177859,0,0
10270,0.175955,0,0.175955,0,0
10275,0.173681,0,0.173681,0,0
10280,0.171697,0,0.171697,0,0
10285,0.170493,0,0.170493,0,0
10290,0.169885,0,0.169885,0,0
10295,0.169519,0,0.169519,0,0
10300,0.169042,0,0.169042,0,0
10305,0.168212,0,0.168212,0,0
10310,0.167231,0,0.167231,0,0
10315,0.166412,0,0.166412,0,0
10320,0.166069,0,0.166069,0,0
10325,0.16637,0,0.16637,0,0
10330,0.166911,0,0.166911,0,0
10335,0.167142,0,0.167142,0,0
10340,0.166515,0,0.166515,0,0
10345,0.164721,0,0.164721,0,0
10350,0.162409,0,0.162409,0,0
10355,0.16047,0,0.16047,0,0
10360,0.159793,0,0.159793,0,0
10365,0.160927,0,0.160927,0,0
10370,0.163048,0,0.163048,0,0
10375,0.164994,0,0.164994,0,0
10380,0.1656,0,0.1656,0,0
10385,0.164079,0,0.164079,0,0
10390,0.16115,0,0.16115,0,0
10395,0.157909,0,0.157909,0,0
10400,0.155452,0,0.155452,0,0
10405,0.154595,0,0.154595,0,0
10410,0.155038,0,0.155038,0,0
10415,0.156204,0,0.156204,0,0
10420,0.157513,0,0.157513,0,0
10425,0.15848,0,0.15848,0,0
10430,0.158998,0,0.158998,0,0
10435,0.159052,0,0.159052,0,0
10440,0.158627,0,0.158627,0,0
10445,0.157762,0,0.157762,0,0
10450,0.156711,0,0.156711,0,0
10455,0.155778,0,0.155778,0,0
10460,0.15527,0,0.15527,0,0
10465,0.155384,0,0.155384,0,0
10470,0.155878,0,0.155878,0,0
10475,0.156402,0,0.156402,0,0
10480,0.156605,0,0.156605,0,0
10485,0.156243,0,0.156243,0,0
10490,0.155495,0,0.155495,0,0
10495,0.154643,0,0.154643,0,0
10500,0.153973,0,0.153973,0,0
10505,0.156612,0.003545,0.153717,0,0.159507
10510,0.156573,0.00327,0.153904,0,0.159243
10515,0.156745,0.002737,0.15451,0,0.15898
10520,0.157117,0.001962,0.155515,0,0.158718
10525,0.157634,0.001008,0.15681,0,0.158458
10530,0.158077,0.000159,0.157955,0,0.158198
10535,0.158182,0.000304,0.158425,0,0.157939
10540,0.157688,0.000053,0.157696,0,0.15768
10545,0.156461,0.001176,0.155502,0,0.157421
10550,0.154892,0.00278,0.152622,0,0.157162
10555,0.153497,0.00417,0.150092,0,0.156902
10560,0.152796,0.004712,0.148949,0,0.156642
10565,0.153128,0.003984,0.149875,0,0.156382
10570,0.154124,0.002444,0.152129,0,0.15612
10575,0.155237,0.000762,0.154617,0,0.155857
10580,0.155917,0.000406,0.156242,0,0.155593
10585,0.155761,0.000534,0.156194,0,0.155327
10590,0.154937,0.000159,0.154814,0,0.15506
10595,0.153758,0.001265,0.152726,0,0.15479
10600,0.152538,0.002426,0.150557,0,0.154518
10605,0.151525,0.003331,0.148805,0,0.154244
10610,0.150714,0.003986,0.14746,0,0.153969
10615,0.150039,0.004473,0.146387,0,0.153692
10620,0.149433,0.004877,0.145451,0,0.153414
10625,0.153137,0,0,0,0.153137
10630,0.152861,0,0,0,0.152861
10635,0.152586,0,0,0,0.152586
10640,0.152313,0,0,0,0.152313
10645,0.152042,0,0,0,0.152042
10650,0.151776,0,0,0,0.151776
10655,0.151513,0,0,0,0.151513
10660,0.151254,0,0,0,0.151254
10665,0.151001,0,0,0,0.151001
10670,0.150754,0,0,0,0.150754
10675,0.150514,0,0,0,0.150514
10680,0.15028,0,0,0,0.15028
10685,0.150055,0,0,0,0.150055
10690,0.149838,0,0,0,0.149838
10695,0.14963,0,0,0,0.14963
10700,0.149431,0,0,0,0.149431
10705,0.149243,0,0,0,0.149243
10710,0.149062,0,0,0,0.149062
10715,0.148887,0,0,0,0.148887
10720,0.148715,0,0,0,0.148715
10725,0.148542,0,0,0,0.148542
10730,0.148367,0,0,0,0.148367
10735,0.148188,0,0,0,0.148188
10740,0.148001,0,0,0,0.148001
10745,0.147804,0,0,0,0.147804
10750,0.147594,0,0,0,0.147594
10755,0.147369,0,0,0,0.147369
10760,0.147127,0,0,0,0.147127
10765,0.146864,0,0,0,0.146864
10770,0.146579,0,0,0,0.146579
