col,sky,wavelength
247,5.23E-01,18030.841
248,4.29E-01,18028.735
249,4.42E-01,18026.63
250,3.72E-01,18024.524
251,3.09E-01,18022.418
252,3.30E-01,18020.313
253,3.21E-01,18018.207
254,2.97E-01,18016.101
255,2.46E-01,18013.996
256,2.38E-01,18011.89
257,2.42E-01,18009.784
258,2.86E-01,18007.678
259,2.83E-01,18005.572
260,2.83E-01,18003.467
261,3.14E-01,18001.361
262,6.66E-01,17999.255
263,4.86E+00,17997.149
264,1.56E+01,17995.043
265,1.57E+01,17992.937
266,4.95E+00,17990.831
267,6.57E-01,17988.725
268,3.90E-01,17986.619
269,3.64E-01,17984.513
270,3.27E-01,17982.407
271,2.87E-01,17980.301
272,3.23E-01,17978.195
273,3.35E-01,17976.089
274,3.28E-01,17973.983
275,3.28E-01,17971.876
276,2.82E-01,17969.77
277,3.04E-01,17967.664
278,3.22E-01,17965.558
279,3.12E-01,17963.452
280,2.97E-01,17961.345
281,3.08E-01,17959.239
282,3.44E-01,17957.133
283,3.28E-01,17955.026
284,2.99E-01,17952.92
285,3.31E-01,17950.814
286,3.23E-01,17948.707
287,3.10E-01,17946.601
288,3.13E-01,17944.494
289,3.00E-01,17942.388
290,2.79E-01,17940.282
291,2.91E-01,17938.175
292,2.96E-01,17936.068
293,3.07E-01,17933.962
294,3.19E-01,17931.855
295,3.32E-01,17929.749
296,3.13E-01,17927.642
297,3.17E-01,17925.536
298,3.20E-01,17923.429
299,3.35E-01,17921.322
300,3.32E-01,17919.215
301,3.22E-01,17917.109
302,3.16E-01,17915.002
303,2.96E-01,17912.895
304,3.08E-01,17910.788
305,3.12E-01,17908.682
306,3.14E-01,17906.575
307,3.15E-01,17904.468
308,3.40E-01,17902.361
309,3.88E-01,17900.254
310,4.23E-01,17898.147
311,4.10E-01,17896.04
312,3.96E-01,17893.933
313,3.97E-01,17891.826
314,3.65E-01,17889.719
315,4.21E-01,17887.612
316,7.36E-01,17885.505
317,4.71E+00,17883.398
318,1.54E+01,17881.291
319,1.47E+01,17879.184
320,4.00E+00,17877.077
321,5.23E-01,17874.97
322,3.60E-01,17872.863
323,3.38E-01,17870.756
324,4.16E-01,17868.648
325,3.81E-01,17866.541
326,3.78E-01,17864.434
327,3.83E-01,17862.326
328,3.90E-01,17860.219
329,4.04E-01,17858.112
330,5.66E-01,17856.005
331,7.30E-01,17853.897
332,5.95E-01,17851.79
333,4.34E-01,17849.682
334,3.17E-01,17847.575
335,3.61E-01,17845.468
336,3.84E-01,17843.36
337,3.47E-01,17841.253
338,3.94E-01,17839.145
339,5.48E-01,17837.037
340,6.56E-01,17834.93
341,8.48E-01,17832.822
342,1.08E+00,17830.715
343,8.38E-01,17828.607
344,5.23E-01,17826.5
345,5.57E-01,17824.392
346,6.33E-01,17822.284
347,6.84E-01,17820.176
348,5.87E-01,17818.069
349,4.62E-01,17815.961
350,9.37E-01,17813.853
351,1.76E+00,17811.745
352,1.36E+00,17809.638
353,5.69E-01,17807.53
354,4.19E-01,17805.422
355,4.04E-01,17803.314
356,3.98E-01,17801.206
357,3.96E-01,17799.098
358,3.98E-01,17796.99
359,3.95E-01,17794.882
360,3.58E-01,17792.774
361,3.41E-01,17790.666
362,4.04E-01,17788.558
363,4.90E-01,17786.45
364,4.93E-01,17784.342
365,4.89E-01,17782.234
366,7.51E-01,17780.126
367,8.38E-01,17778.018
368,7.12E-01,17775.91
369,7.15E-01,17773.801
370,6.25E-01,17771.693
371,5.12E-01,17769.585
372,4.41E-01,17767.477
373,4.24E-01,17765.368
374,3.64E-01,17763.26
375,3.66E-01,17761.152
376,3.58E-01,17759.043
377,3.80E-01,17756.935
378,4.17E-01,17754.827
379,4.13E-01,17752.718
380,4.11E-01,17750.61
381,3.99E-01,17748.502
382,3.78E-01,17746.393
383,3.82E-01,17744.285
384,3.71E-01,17742.176
385,3.90E-01,17740.067
386,5.47E-01,17737.959
387,9.48E-01,17735.85
388,1.11E+00,17733.742
389,9.94E-01,17731.633
390,6.68E-01,17729.524
391,4.33E-01,17727.416
392,5.04E-01,17725.307
393,5.02E-01,17723.198
394,4.32E-01,17721.09
395,4.17E-01,17718.981
396,4.16E-01,17716.872
397,4.25E-01,17714.763
398,4.21E-01,17712.654
399,3.92E-01,17710.546
400,3.86E-01,17708.437
401,3.58E-01,17706.328
402,4.24E-01,17704.219
403,9.67E-01,17702.11
404,2.21E+00,17700.001
405,2.31E+00,17697.892
406,1.14E+00,17695.783
407,5.61E-01,17693.674
408,6.73E-01,17691.565
409,8.91E-01,17689.456
410,1.04E+00,17687.347
411,1.10E+00,17685.238
412,8.66E-01,17683.129
413,5.47E-01,17681.02
414,4.83E-01,17678.911
415,6.62E-01,17676.801
416,3.18E+00,17674.692
417,8.47E+00,17672.583
418,7.24E+00,17670.474
419,2.18E+00,17668.365
420,1.20E+00,17666.255
421,1.31E+00,17664.146
422,9.90E-01,17662.037
423,6.84E-01,17659.927
424,1.28E+00,17657.818
425,1.08E+01,17655.708
426,2.44E+01,17653.599
427,1.84E+01,17651.49
428,5.47E+00,17649.38
429,1.58E+00,17647.27
430,5.32E-01,17645.161
431,4.49E-01,17643.052
432,4.42E-01,17640.942
433,4.24E-01,17638.832
434,4.31E-01,17636.723
435,4.36E-01,17634.613
436,4.25E-01,17632.504
437,5.56E-01,17630.394
438,6.67E-01,17628.284
439,6.38E-01,17626.175
440,7.22E-01,17624.065
441,6.29E-01,17621.955
442,4.67E-01,17619.845
443,5.05E-01,17617.735
444,6.38E-01,17615.626
445,7.47E-01,17613.516
446,6.77E-01,17611.406
447,4.88E-01,17609.296
448,3.96E-01,17607.186
449,4.59E-01,17605.076
450,4.66E-01,17602.966
451,4.52E-01,17600.856
452,4.60E-01,17598.746
453,5.18E-01,17596.636
454,5.24E-01,17594.526
455,4.98E-01,17592.416
456,4.96E-01,17590.306
457,4.64E-01,17588.196
458,4.27E-01,17586.086
459,3.90E-01,17583.976
460,3.98E-01,17581.865
461,3.99E-01,17579.755
462,4.09E-01,17577.645
463,3.79E-01,17575.535
464,3.87E-01,17573.425
465,4.08E-01,17571.315
466,4.06E-01,17569.204
467,4.33E-01,17567.094
468,4.60E-01,17564.984
469,4.14E-01,17562.873
470,4.17E-01,17560.763
471,4.20E-01,17558.652
472,4.47E-01,17556.542
473,4.46E-01,17554.431
474,4.61E-01,17552.321
475,5.46E-01,17550.211
476,5.32E-01,17548.1
477,5.79E-01,17545.99
478,7.59E-01,17543.879
479,6.96E-01,17541.768
480,5.57E-01,17539.658
481,6.19E-01,17537.547
482,6.39E-01,17535.436
483,7.52E-01,17533.326
484,1.49E+00,17531.215
485,1.92E+00,17529.104
486,1.26E+00,17526.994
487,6.24E-01,17524.883
488,4.50E-01,17522.772
489,4.25E-01,17520.661
490,4.05E-01,17518.55
491,4.08E-01,17516.44
492,4.02E-01,17514.329
493,4.35E-01,17512.218
494,6.96E-01,17510.107
495,2.64E+00,17507.996
496,4.26E+00,17505.885
497,2.92E+00,17503.774
498,1.67E+00,17501.663
499,1.20E+00,17499.552
500,6.21E-01,17497.441
501,4.70E-01,17495.33
502,4.56E-01,17493.219
503,4.57E-01,17491.108
504,4.63E-01,17488.997
505,4.46E-01,17486.886
506,5.41E-01,17484.774
507,5.66E-01,17482.663
508,5.48E-01,17480.552
509,5.61E-01,17478.441
510,4.85E-01,17476.329
511,4.10E-01,17474.218
512,3.94E-01,17472.107
513,3.78E-01,17469.996
514,3.91E-01,17467.884
515,4.02E-01,17465.773
516,4.26E-01,17463.661
517,4.11E-01,17461.55
518,4.37E-01,17459.439
519,5.05E-01,17457.327
520,7.33E-01,17455.215
521,3.11E+00,17453.104
522,9.31E+00,17450.993
523,8.79E+00,17448.881
524,2.67E+00,17446.77
525,5.81E-01,17444.658
526,4.47E-01,17442.546
527,4.70E-01,17440.435
528,4.71E-01,17438.323
529,5.27E-01,17436.211
530,6.89E-01,17434.1
531,8.62E-01,17431.988
532,2.10E+00,17429.876
533,4.40E+00,17427.764
534,3.54E+00,17425.653
535,1.10E+00,17423.541
536,5.42E-01,17421.429
537,6.63E-01,17419.317
538,7.65E-01,17417.205
539,6.83E-01,17415.093
540,5.01E-01,17412.981
541,4.31E-01,17410.869
542,5.28E-01,17408.757
543,5.85E-01,17406.645
544,6.32E-01,17404.533
545,5.55E-01,17402.421
546,4.70E-01,17400.309
547,4.57E-01,17398.197
548,4.69E-01,17396.085
549,4.86E-01,17393.973
550,7.37E-01,17391.861
551,3.23E+00,17389.749
552,9.25E+00,17387.637
553,1.05E+01,17385.524
554,6.10E+00,17383.412
555,2.48E+00,17381.3
556,7.98E-01,17379.188
557,5.02E-01,17377.075
558,4.91E-01,17374.963
559,4.49E-01,17372.85
560,4.31E-01,17370.738
561,4.26E-01,17368.626
562,4.70E-01,17366.514
563,5.72E-01,17364.401
564,1.49E+00,17362.288
565,2.82E+00,17360.176
566,2.22E+00,17358.064
567,1.07E+00,17355.951
568,1.57E+00,17353.839
569,2.71E+00,17351.726
570,2.17E+00,17349.613
571,8.78E-01,17347.501
572,6.08E-01,17345.388
573,6.89E-01,17343.275
574,7.31E-01,17341.163
575,6.62E-01,17339.05
576,6.10E-01,17336.937
577,1.24E+00,17334.824
578,4.00E+00,17332.712
579,5.46E+00,17330.599
580,2.99E+00,17328.486
581,8.91E-01,17326.374
582,5.74E-01,17324.261
583,6.04E-01,17322.148
584,6.73E-01,17320.035
585,6.60E-01,17317.922
586,6.37E-01,17315.809
587,6.68E-01,17313.696
588,5.91E-01,17311.583
589,5.20E-01,17309.47
590,6.44E-01,17307.357
591,1.31E+00,17305.244
592,1.72E+00,17303.131
593,1.11E+00,17301.018
594,5.85E-01,17298.905
595,4.79E-01,17296.791
596,4.68E-01,17294.678
597,4.82E-01,17292.565
598,5.67E-01,17290.452
599,6.91E-01,17288.339
600,1.17E+00,17286.226
601,2.46E+00,17284.112
602,2.50E+00,17281.999
603,1.24E+00,17279.886
604,6.61E-01,17277.772
605,8.02E-01,17275.659
606,7.14E-01,17273.546
607,5.43E-01,17271.432
608,4.54E-01,17269.319
609,4.48E-01,17267.205
610,4.95E-01,17265.092
611,5.01E-01,17262.978
612,6.64E-01,17260.865
613,1.10E+00,17258.751
614,1.10E+00,17256.638
615,8.86E-01,17254.524
616,2.34E+00,17252.411
617,7.01E+00,17250.297
618,9.05E+00,17248.183
619,5.33E+00,17246.07
620,2.25E+00,17243.956
621,1.36E+00,17241.842
622,6.82E-01,17239.728
623,5.00E-01,17237.614
624,5.37E-01,17235.501
625,6.89E-01,17233.387
626,7.82E-01,17231.273
627,6.71E-01,17229.159
628,5.39E-01,17227.046
629,5.97E-01,17224.931
630,7.47E-01,17222.818
631,7.70E-01,17220.704
632,6.82E-01,17218.59
633,8.74E-01,17216.476
634,1.68E+00,17214.362
635,4.04E+00,17212.248
636,5.20E+00,17210.134
637,2.96E+00,17208.02
638,8.55E-01,17205.906
639,5.28E-01,17203.791
640,5.19E-01,17201.677
641,5.96E-01,17199.563
642,6.81E-01,17197.449
643,7.18E-01,17195.335
644,7.00E-01,17193.221
645,9.70E-01,17191.106
646,1.19E+00,17188.992
647,9.03E-01,17186.878
648,5.96E-01,17184.763
649,5.91E-01,17182.649
650,7.52E-01,17180.535
651,9.42E-01,17178.42
652,1.27E+00,17176.306
653,1.31E+00,17174.191
654,1.04E+00,17172.077
655,8.06E-01,17169.963
656,6.38E-01,17167.848
657,5.57E-01,17165.734
658,5.06E-01,17163.619
659,4.74E-01,17161.504
660,4.78E-01,17159.39
661,4.96E-01,17157.275
662,4.90E-01,17155.16
663,4.94E-01,17153.046
664,5.33E-01,17150.931
665,5.21E-01,17148.817
666,5.01E-01,17146.702
667,4.92E-01,17144.587
668,5.08E-01,17142.472
669,4.99E-01,17140.358
670,5.16E-01,17138.243
671,4.96E-01,17136.128
672,5.45E-01,17134.013
673,5.67E-01,17131.898
674,8.30E-01,17129.783
675,3.56E+00,17127.668
676,1.18E+01,17125.553
677,1.63E+01,17123.438
678,9.41E+00,17121.323
679,2.18E+00,17119.208
680,7.49E-01,17117.093
681,7.16E-01,17114.978
682,7.15E-01,17112.863
683,7.89E-01,17110.748
684,7.93E-01,17108.633
685,8.19E-01,17106.518
686,9.03E-01,17104.403
687,8.47E-01,17102.287
688,8.06E-01,17100.172
689,7.07E-01,17098.057
690,5.85E-01,17095.942
691,5.20E-01,17093.826
692,5.46E-01,17091.711
693,5.39E-01,17089.596
694,5.43E-01,17087.481
695,5.82E-01,17085.365
696,1.04E+00,17083.25
697,3.70E+00,17081.134
698,7.12E+00,17079.019
699,6.01E+00,17076.904
700,2.37E+00,17074.788
701,9.90E-01,17072.673
702,8.44E-01,17070.557
703,6.75E-01,17068.441
704,5.40E-01,17066.326
705,5.59E-01,17064.21
706,5.93E-01,17062.094
707,7.95E-01,17059.979
708,1.13E+00,17057.863
709,1.16E+00,17055.748
710,8.87E-01,17053.632
711,6.57E-01,17051.516
712,6.01E-01,17049.4
713,5.88E-01,17047.285
714,5.58E-01,17045.169
715,5.62E-01,17043.053
716,5.57E-01,17040.937
717,5.53E-01,17038.821
718,5.33E-01,17036.706
719,5.58E-01,17034.59
720,5.80E-01,17032.474
721,5.96E-01,17030.358
722,5.61E-01,17028.242
723,5.62E-01,17026.126
724,5.80E-01,17024.01
725,5.92E-01,17021.893
726,6.08E-01,17019.778
727,6.41E-01,17017.661
728,9.22E-01,17015.545
729,3.15E+00,17013.429
730,1.19E+01,17011.313
731,2.08E+01,17009.197
732,1.58E+01,17007.081
733,4.95E+00,17004.965
734,9.32E-01,17002.848
735,6.10E-01,17000.732
736,5.81E-01,16998.615
737,5.93E-01,16996.499
738,5.95E-01,16994.383
739,6.31E-01,16992.267
740,6.35E-01,16990.15
741,6.21E-01,16988.034
742,5.92E-01,16985.917
743,5.95E-01,16983.801
744,5.69E-01,16981.684
745,5.38E-01,16979.568
746,5.42E-01,16977.452
747,5.67E-01,16975.335
748,5.55E-01,16973.218
749,5.66E-01,16971.102
750,5.62E-01,16968.985
751,5.91E-01,16966.869
752,5.95E-01,16964.752
753,6.24E-01,16962.635
754,1.02E+00,16960.518
755,3.42E+00,16958.402
756,7.48E+00,16956.285
757,7.84E+00,16954.168
758,3.70E+00,16952.052
759,9.67E-01,16949.935
760,6.44E-01,16947.818
761,5.87E-01,16945.701
762,6.13E-01,16943.584
763,5.86E-01,16941.467
764,5.72E-01,16939.35
765,5.36E-01,16937.233
766,5.62E-01,16935.116
767,5.71E-01,16932.999
768,5.63E-01,16930.882
769,5.71E-01,16928.765
770,5.66E-01,16926.648
771,5.50E-01,16924.531
772,5.73E-01,16922.414
773,5.96E-01,16920.297
774,6.39E-01,16918.18
775,7.32E-01,16916.062
776,8.50E-01,16913.946
777,1.06E+00,16911.828
778,1.71E+00,16909.711
779,5.71E+00,16907.594
780,1.48E+01,16905.477
781,1.92E+01,16903.359
782,1.13E+01,16901.242
783,2.77E+00,16899.124
784,8.65E-01,16897.007
785,6.92E-01,16894.89
786,7.64E-01,16892.772
787,8.79E-01,16890.655
788,8.53E-01,16888.537
789,7.17E-01,16886.42
790,6.64E-01,16884.302
791,6.50E-01,16882.185
792,6.79E-01,16880.067
793,7.23E-01,16877.95
794,7.10E-01,16875.832
795,6.73E-01,16873.714
796,6.35E-01,16871.597
797,6.24E-01,16869.479
798,5.79E-01,16867.361
799,5.51E-01,16865.244
800,5.72E-01,16863.126
801,5.57E-01,16861.008
802,5.34E-01,16858.89
803,5.43E-01,16856.772
804,5.73E-01,16854.655
805,6.35E-01,16852.537
806,6.34E-01,16850.419
807,6.04E-01,16848.301
808,8.12E-01,16846.183
809,2.11E+00,16844.065
810,4.45E+00,16841.947
811,5.08E+00,16839.829
812,2.83E+00,16837.711
813,9.21E-01,16835.593
814,5.99E-01,16833.475
815,6.12E-01,16831.357
816,5.58E-01,16829.239
817,5.66E-01,16827.121
818,5.59E-01,16825.003
819,5.71E-01,16822.885
820,5.89E-01,16820.766
821,6.06E-01,16818.648
822,5.88E-01,16816.53
823,5.80E-01,16814.412
824,5.84E-01,16812.293
825,5.83E-01,16810.175
826,6.40E-01,16808.057
827,7.25E-01,16805.938
828,7.33E-01,16803.82
829,7.04E-01,16801.702
830,6.94E-01,16799.583
831,6.73E-01,16797.465
832,6.36E-01,16795.346
833,6.40E-01,16793.228
834,5.90E-01,16791.109
835,5.96E-01,16788.991
836,5.73E-01,16786.872
837,5.63E-01,16784.754
838,5.48E-01,16782.635
839,5.78E-01,16780.516
840,5.77E-01,16778.398
841,5.58E-01,16776.279
842,5.94E-01,16774.16
843,6.36E-01,16772.042
844,6.74E-01,16769.923
845,8.71E-01,16767.804
846,1.16E+00,16765.685
847,1.31E+00,16763.567
848,1.17E+00,16761.448
849,1.00E+00,16759.329
850,1.06E+00,16757.21
851,1.19E+00,16755.091
852,1.00E+00,16752.972
853,7.78E-01,16750.853
854,6.46E-01,16748.734
855,5.91E-01,16746.615
856,6.24E-01,16744.496
857,5.87E-01,16742.377
858,6.34E-01,16740.258
859,9.29E-01,16738.139
860,1.98E+00,16736.02
861,3.44E+00,16733.901
862,3.57E+00,16731.782
863,2.18E+00,16729.662
864,1.16E+00,16727.543
865,1.04E+00,16725.424
866,1.06E+00,16723.305
867,9.75E-01,16721.186
868,9.82E-01,16719.066
869,9.02E-01,16716.947
870,1.15E+00,16714.828
871,3.19E+00,16712.708
872,7.46E+00,16710.589
873,9.21E+00,16708.469
874,5.93E+00,16706.35
875,2.33E+00,16704.231
876,1.55E+00,16702.111
877,1.30E+00,16699.992
878,2.37E+00,16697.872
879,9.51E+00,16695.753
880,2.16E+01,16693.633
881,2.44E+01,16691.514
882,1.34E+01,16689.394
883,3.95E+00,16687.274
884,1.27E+00,16685.155
885,7.16E-01,16683.035
886,6.70E-01,16680.915
887,6.51E-01,16678.796
888,6.61E-01,16676.676
889,6.47E-01,16674.556
890,6.21E-01,16672.436
891,6.24E-01,16670.317
892,6.55E-01,16668.196
893,6.58E-01,16666.077
894,7.01E-01,16663.957
895,7.37E-01,16661.837
896,7.54E-01,16659.717
897,7.38E-01,16657.597
898,6.76E-01,16655.477
899,6.70E-01,16653.357
900,6.10E-01,16651.237
901,5.92E-01,16649.117
902,5.93E-01,16646.997
903,5.97E-01,16644.877
904,6.11E-01,16642.757
905,6.27E-01,16640.637
906,6.36E-01,16638.517
907,6.44E-01,16636.396
908,6.26E-01,16634.276
909,6.10E-01,16632.156
910,6.17E-01,16630.036
911,6.10E-01,16627.915
912,6.03E-01,16625.795
913,5.87E-01,16623.675
914,5.67E-01,16621.555
915,5.82E-01,16619.434
916,6.59E-01,16617.314
917,9.00E-01,16615.193
918,1.41E+00,16613.073
919,1.70E+00,16610.952
920,1.38E+00,16608.832
921,8.89E-01,16606.711
922,6.58E-01,16604.591
923,6.60E-01,16602.47
924,6.14E-01,16600.35
925,6.17E-01,16598.229
926,6.04E-01,16596.108
927,6.21E-01,16593.988
928,6.60E-01,16591.867
929,8.49E-01,16589.747
930,1.22E+00,16587.626
931,1.25E+00,16585.505
932,9.23E-01,16583.384
933,6.64E-01,16581.264
934,6.17E-01,16579.143
935,6.13E-01,16577.022
936,6.33E-01,16574.901
937,5.99E-01,16572.78
938,6.29E-01,16570.659
939,5.99E-01,16568.539
940,6.02E-01,16566.418
941,6.30E-01,16564.297
942,6.75E-01,16562.176
943,8.10E-01,16560.055
944,1.44E+00,16557.934
945,3.04E+00,16555.812
946,4.02E+00,16553.691
947,2.71E+00,16551.57
948,1.09E+00,16549.449
949,7.02E-01,16547.328
950,7.56E-01,16545.207
951,8.24E-01,16543.086
952,8.39E-01,16540.965
953,8.30E-01,16538.843
954,7.49E-01,16536.722
955,7.17E-01,16534.601
956,7.86E-01,16532.479
957,9.10E-01,16530.358
958,8.82E-01,16528.237
959,7.71E-01,16526.115
960,6.49E-01,16523.994
961,6.39E-01,16521.873
962,6.62E-01,16519.751
963,6.86E-01,16517.629
964,6.71E-01,16515.508
965,6.95E-01,16513.387
966,6.82E-01,16511.265
967,7.99E-01,16509.143
968,1.91E+00,16507.022
969,5.76E+00,16504.9
970,9.33E+00,16502.779
971,7.21E+00,16500.657
972,2.64E+00,16498.535
973,8.72E-01,16496.414
974,7.08E-01,16494.292
975,6.73E-01,16492.17
976,6.34E-01,16490.048
977,6.75E-01,16487.927
978,7.41E-01,16485.805
979,1.17E+00,16483.683
980,2.90E+00,16481.561
981,5.30E+00,16479.439
982,5.76E+00,16477.317
983,3.78E+00,16475.195
984,1.72E+00,16473.073
985,8.48E-01,16470.952
986,6.94E-01,16468.829
987,6.90E-01,16466.707
988,6.98E-01,16464.585
989,7.39E-01,16462.463
990,8.06E-01,16460.341
991,8.28E-01,16458.219
992,8.30E-01,16456.097
993,8.33E-01,16453.975
994,1.10E+00,16451.853
995,1.93E+00,16449.73
996,2.84E+00,16447.608
997,4.60E+00,16445.486
